Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HTTPS Self Signed Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Base Domain HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS,Unknown Error,Local Errors,Local Start Time,Local End Time,Local Duration,Lambda Request ID,Lambda Log Group Name,Lambda Log Stream Name,Lambda Start Time,Lambda End Time,Lambda Memory Limit,Lambda Measured Duration
doleta.gov,doleta.gov,https://doleta.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536001; includeSubDomains; preload,31536001,True,True,False,False,False,True,True,True,False,,2018-04-28T06:19:16.822127Z,2018-04-28T06:19:18.70093Z,1.878803,142ec615-4aac-11e8-b561-35eb9e106cd4,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]c115761cd3904577a0cb133d1a38c122,2018-04-28T06:19:16.831548Z,2018-04-28T06:19:18.695531Z,128,1.863983
donaciondeorganos.gov,donaciondeorganos.gov,https://donaciondeorganos.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=157680000,157680000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:16:55.52699Z,2018-04-28T06:16:58.596169Z,3.069179,bff6de42-4aab-11e8-96f7-cd56ad41fa31,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]456d0d0643264082b4cc7a8daea6b8f1,2018-04-28T06:16:55.533097Z,2018-04-28T06:16:58.588521Z,128,3.055424
donotcall.gov,donotcall.gov,https://donotcall.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,True,True,True,True,False,False,,2018-04-28T06:22:40.603367Z,2018-04-28T06:22:42.219063Z,1.615696,8da54905-4aac-11e8-ac79-23c4d78e9d99,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]103f0a0509234f119a1bb5ae0648d0ec,2018-04-28T06:22:40.612749Z,2018-04-28T06:22:42.214453Z,128,1.601704
dontserveteens.gov,dontserveteens.gov,http://dontserveteens.gov,True,True,https://www.consumer.ftc.gov/features/feature-0028-we-dont-serve-teens,True,False,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False,,2018-04-28T06:22:40.660285Z,2018-04-28T06:22:42.831978Z,2.171693,8dadadf3-4aac-11e8-9ecb-693af5a12922,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]20147c99928e460a8e04bf50c230b0b7,2018-04-28T06:22:40.669602Z,2018-04-28T06:22:42.800947Z,128,2.131345
dot.gov,dot.gov,https://www.dot.gov,True,True,https://www.transportation.gov/,True,True,False,True,False,False,False,False,True,max-age=31622400,31622400,False,False,False,False,False,True,True,True,False,,2018-04-28T06:20:57.047379Z,2018-04-28T06:21:00.96295Z,3.915571,4febe52e-4aac-11e8-8f05-09b3663572ba,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]103f0a0509234f119a1bb5ae0648d0ec,2018-04-28T06:20:57.062095Z,2018-04-28T06:21:00.957515Z,128,3.895420
dotgov.gov,dotgov.gov,https://dotgov.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:23:03.015801Z,2018-04-28T06:23:05.301971Z,2.286170,9b013d11-4aac-11e8-8057-15aeb61e6249,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]c164357d87144506bbe643c7d7608c49,2018-04-28T06:23:03.026791Z,2018-04-28T06:23:05.294648Z,128,2.267857
dotideahub.gov,dotideahub.gov,https://www.dotideahub.gov,True,True,https://auth.smext.faa.gov/arcotafm/login.jsp?TYPE=33554433&REALMOID=06-16e686be-7e29-4490-a22c-43993d9c4c80&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-%2bA14x8yMZnn8MnnJ8UxcaQC66WAwv4f1Qn0FPeTfxkL49guIwsrGm5pECFukZSyD&TARGET=-SM-HTTPS%3a%2f%2fwww.dotideahub.gov%2f,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:20:58.33285Z,2018-04-28T06:21:14.856285Z,16.523435,50b0465f-4aac-11e8-a323-93645988291c,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]265c85afd7e1430581d0e1cbf4818078,2018-04-28T06:20:58.350488Z,2018-04-28T06:21:14.851824Z,128,16.501336
dottrafficrecords.gov,dottrafficrecords.gov,http://dottrafficrecords.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:20:59.533655Z,2018-04-28T06:21:01.65997Z,2.126315,51673a0d-4aac-11e8-8424-cf4c3c19c575,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]004864a9b4ec476abd4bdb312f7068d6,2018-04-28T06:20:59.612686Z,2018-04-28T06:21:01.655523Z,128,2.042837
dra.gov,dra.gov,http://dra.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:13:12.817275Z,2018-04-28T06:13:15.892799Z,3.075524,3b382b7a-4aab-11e8-978d-156ca6153e9d,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]4271677aa86d49868de13c366afb57b5,2018-04-28T06:13:12.83359Z,2018-04-28T06:13:15.88942Z,128,3.055830
drought.gov,drought.gov,https://www.drought.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:13:27.515353Z,2018-04-28T06:13:30.77537Z,3.260017,43fac11d-4aab-11e8-b87f-73d067607092,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]f7cad3ed07754b52beb98a723050992b,2018-04-28T06:13:27.557553Z,2018-04-28T06:13:30.754384Z,128,3.196831
drugabuse.gov,drugabuse.gov,https://www.drugabuse.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubdomains; preload,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:16:56.364126Z,2018-04-28T06:16:58.020107Z,1.655981,c076956f-4aab-11e8-90bc-0ba60743a87a,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]c115761cd3904577a0cb133d1a38c122,2018-04-28T06:16:56.377877Z,2018-04-28T06:16:58.014642Z,128,1.636765
drugfreeworkplace.gov,drugfreeworkplace.gov,http://drugfreeworkplace.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:16:56.631173Z,2018-04-28T06:17:09.683645Z,13.052472,c09f52dc-4aab-11e8-9eff-d159369f1d05,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]103f0a0509234f119a1bb5ae0648d0ec,2018-04-28T06:16:56.641082Z,2018-04-28T06:17:09.679274Z,128,13.038192
drywallresponse.gov,drywallresponse.gov,https://drywallresponse.gov,True,True,https://www.cpsc.gov/Safety-Education/Safety-Education-Centers/Drywall/,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False,,2018-04-28T06:12:20.430953Z,2018-04-28T06:12:25.567978Z,5.137025,1bfe8c45-4aab-11e8-ad05-e584750b2d8f,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]0ea7b5ce69474623b1fd3416e34f9f2d,2018-04-28T06:12:20.439769Z,2018-04-28T06:12:25.563918Z,128,5.124149
dsac.gov,dsac.gov,https://www.dsac.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:18:37.405886Z,2018-04-28T06:18:59.462311Z,22.056425,fcb05eb5-4aab-11e8-83fd-49a9c5a0b48a,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]aae9eb90617e4a8e93e02eda9fa4dac3,2018-04-28T06:18:37.417997Z,2018-04-28T06:18:59.457039Z,128,22.039042
dtv.gov,dtv.gov,http://dtv.gov,True,True,https://www.fcc.gov/general/digital-television,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:21:54.661113Z,2018-04-28T06:22:36.237595Z,41.576482,7244c531-4aac-11e8-8b4d-6d436fbfb53c,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]004864a9b4ec476abd4bdb312f7068d6,2018-04-28T06:21:54.680506Z,2018-04-28T06:22:36.233029Z,128,41.552523
e-enterprise.gov,e-enterprise.gov,http://e-enterprise.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,False,True,False,,2018-04-28T06:21:28.204004Z,2018-04-28T06:21:35.126446Z,6.922442,627e134e-4aac-11e8-a366-69b56acfc9db,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]4d02b4009e3745d98cf85d29cdb1441e,2018-04-28T06:21:28.232673Z,2018-04-28T06:21:35.121519Z,128,6.888846
e-qip.gov,e-qip.gov,http://e-qip.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:24:35.727971Z,2018-04-28T06:24:36.813553Z,1.085582,d244bb0e-4aac-11e8-ac99-4321a19559bd,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]20147c99928e460a8e04bf50c230b0b7,2018-04-28T06:24:35.747098Z,2018-04-28T06:24:36.798442Z,128,1.051344
e-verify.gov,e-verify.gov,https://www.e-verify.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,True,True,True,True,True,False,,2018-04-28T06:17:57.806247Z,2018-04-28T06:17:59.767418Z,1.961171,e515e324-4aab-11e8-8928-4be3c428cb7e,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]de0cb6fb638740a98402f78337166a04,2018-04-28T06:17:57.832922Z,2018-04-28T06:17:59.750636Z,128,1.917714
eac.gov,eac.gov,https://www.eac.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=600,600,False,False,False,False,False,True,True,False,False,,2018-04-28T06:21:25.926872Z,2018-04-28T06:21:27.878078Z,1.951206,6122a1d2-4aac-11e8-86b7-6bacf20aafb8,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]537541d29fbd4a4a867c434fe026e898,2018-04-28T06:21:25.936126Z,2018-04-28T06:21:27.873633Z,128,1.937507
eaclearinghouse.gov,eaclearinghouse.gov,http://eaclearinghouse.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:14:17.680632Z,2018-04-28T06:15:39.104751Z,81.424119,61e1a22c-4aab-11e8-86c3-ab337ba036a5,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]2e37a870f3ef4cf48a1225fbb0aa6360,2018-04-28T06:14:17.690136Z,2018-04-28T06:15:39.093917Z,128,81.403781
eaglecash.gov,eaglecash.gov,http://eaglecash.gov,True,True,https://www.fiscal.treasury.gov/fsservices/gov/pmt/eagleCash/eagleCash_home.htm,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:20:24.333Z,2018-04-28T06:20:26.141858Z,1.808858,3c6c22ab-4aac-11e8-b91e-dd89b4d9ac4c,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]aae9eb90617e4a8e93e02eda9fa4dac3,2018-04-28T06:20:24.343584Z,2018-04-28T06:20:26.136965Z,128,1.793381
earmarks.gov,earmarks.gov,https://earmarks.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:21:42.424261Z,2018-04-28T06:21:44.018823Z,1.594562,6af7dfa8-4aac-11e8-aa70-5fffde6da52b,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]537541d29fbd4a4a867c434fe026e898,2018-04-28T06:21:42.432713Z,2018-04-28T06:21:44.014045Z,128,1.581332
earthquake.gov,earthquake.gov,https://www.earthquake.gov,True,True,https://earthquake.usgs.gov,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:19:44.970807Z,2018-04-28T06:19:48.500373Z,3.529566,24f6bb23-4aac-11e8-ac6c-091c252114f4,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]537541d29fbd4a4a867c434fe026e898,2018-04-28T06:19:44.985136Z,2018-04-28T06:19:48.495222Z,128,3.510086
earthsystemprediction.gov,earthsystemprediction.gov,https://earthsystemprediction.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:13:27.642494Z,2018-04-28T06:13:29.336578Z,1.694084,440e2242-4aab-11e8-b9ba-d9e7d7685f0e,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]103f0a0509234f119a1bb5ae0648d0ec,2018-04-28T06:13:27.651643Z,2018-04-28T06:13:29.295904Z,128,1.644261
ecfr.gov,ecfr.gov,https://ecfr.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False,,2018-04-28T06:26:57.101112Z,2018-04-28T06:26:58.737482Z,1.636370,2687c619-4aad-11e8-9e44-a18b60ae60dc,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]004864a9b4ec476abd4bdb312f7068d6,2018-04-28T06:26:57.110118Z,2018-04-28T06:26:58.733002Z,128,1.622884
economicinclusion.gov,economicinclusion.gov,https://economicinclusion.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=315360000; includeSubDomains;preload,315360000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:22:01.458175Z,2018-04-28T06:22:03.24351Z,1.785335,76503b9e-4aac-11e8-8b1e-87da5931f44c,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]7c4e0b86c60340e399f6ce3957c10bb8,2018-04-28T06:22:01.450857Z,2018-04-28T06:22:03.21923Z,128,1.768373
econsumer.gov,econsumer.gov,https://econsumer.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:22:41.010962Z,2018-04-28T06:22:42.787718Z,1.776756,8deba18a-4aac-11e8-86d4-3dde2ae7011c,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]265c85afd7e1430581d0e1cbf4818078,2018-04-28T06:22:41.084867Z,2018-04-28T06:22:42.743297Z,128,1.658430
ecpic.gov,ecpic.gov,https://ecpic.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:23:03.167398Z,2018-04-28T06:23:08.184473Z,5.017075,9b184772-4aac-11e8-a3c4-bb782b62ace3,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]20147c99928e460a8e04bf50c230b0b7,2018-04-28T06:23:03.176413Z,2018-04-28T06:23:08.179667Z,128,5.003254
ecr.gov,ecr.gov,http://ecr.gov,True,True,https://www.udall.gov/OurPrograms/Institute/Institute.aspx,True,False,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:23:46.044476Z,2018-04-28T06:23:50.335152Z,4.290676,b4a6a388-4aac-11e8-b8bb-c7aa1a74dddd,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]103f0a0509234f119a1bb5ae0648d0ec,2018-04-28T06:23:46.053776Z,2018-04-28T06:23:50.330609Z,128,4.276833
ed.gov,ed.gov,https://www.ed.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:15:02.440554Z,2018-04-28T06:15:04.763142Z,2.322588,7c8f2943-4aab-11e8-82af-570a8b450669,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]e73c8e9b80074f9990592f2805eeb552,2018-04-28T06:15:02.455552Z,2018-04-28T06:15:04.756611Z,128,2.301059
eda.gov,eda.gov,https://eda.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False,,2018-04-28T06:13:27.867078Z,2018-04-28T06:13:29.408832Z,1.541754,44305077-4aab-11e8-a416-dd59a2e5dc2f,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]709c65aa99b741ecae8ef53b549ed97f,2018-04-28T06:13:27.881998Z,2018-04-28T06:13:29.404999Z,128,1.523001
edison.gov,edison.gov,http://edison.gov,True,True,https://public.era.nih.gov/iedison/public/login.do?TYPE=33554433&REALMOID=06-dc4d00e8-1464-45e1-937f-0525407c30fd&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-938PYmoLVb4VrDeXo04LZUDVDvc%2b3899ByInEAjuSUvWNIGfB2zRpWiCivYGCogG&TARGET=-SM-HTTP%3a%2f%2fpublic.era.nih.gov%2fiedison,True,False,False,True,False,False,False,False,True,max-age=31557600; includeSubDomains,31557600,True,False,False,False,False,True,True,True,False,,2018-04-28T06:16:57.465741Z,2018-04-28T06:17:00.140925Z,2.675184,c11ebbe4-4aab-11e8-8e38-9b73e4090324,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]33d75d9212064d28a4bd40c3079f4b17,2018-04-28T06:16:57.489917Z,2018-04-28T06:17:00.070026Z,128,2.580109
edpubs.gov,edpubs.gov,http://edpubs.gov,True,True,https://www.ed.gov/edpubs/,False,False,False,True,True,False,False,False,False,,,False,False,False,True,True,True,True,False,False,,2018-04-28T06:15:02.646806Z,2018-04-28T06:15:08.056206Z,5.409400,7cae9829-4aab-11e8-9d01-69d6cd49b328,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]456d0d0643264082b4cc7a8daea6b8f1,2018-04-28T06:15:02.653059Z,2018-04-28T06:15:08.048562Z,128,5.395503
education.gov,education.gov,http://education.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:15:03.817207Z,2018-04-28T06:15:04.860308Z,1.043101,7d611ea2-4aab-11e8-8120-775aa53002dc,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]de0cb6fb638740a98402f78337166a04,2018-04-28T06:15:03.827333Z,2018-04-28T06:15:04.854117Z,128,1.026784
eeoc.gov,eeoc.gov,https://www.eeoc.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000,63072000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:21:37.199381Z,2018-04-28T06:21:38.883428Z,1.684047,67da73ac-4aac-11e8-a39a-a385af53da44,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]33c46ffa90814dc2b1bf8c708dfb0586,2018-04-28T06:21:37.190494Z,2018-04-28T06:21:38.859056Z,128,1.668562
eftps.gov,eftps.gov,https://www.eftps.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:20:24.964578Z,2018-04-28T06:20:29.736342Z,4.771764,3ccc6a73-4aac-11e8-b657-0fd60343e08d,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]20147c99928e460a8e04bf50c230b0b7,2018-04-28T06:20:24.972458Z,2018-04-28T06:20:29.731971Z,128,4.759513
eguardian.gov,eguardian.gov,http://eguardian.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:18:37.863011Z,2018-04-28T06:19:19.013457Z,41.150446,fcf619b7-4aab-11e8-8e70-955f87b1e3d6,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]7a9232a096824e4198ee7b63aae64343,2018-04-28T06:18:37.8746Z,2018-04-28T06:19:19.009781Z,128,41.135181
eia.gov,eia.gov,https://www.eia.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=15552000,15552000,False,False,False,False,False,True,True,False,False,,2018-04-28T06:15:19.456368Z,2018-04-28T06:15:21.207071Z,1.750703,86b398a1-4aab-11e8-a617-211b3668a43f,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]f7cad3ed07754b52beb98a723050992b,2018-04-28T06:15:19.477522Z,2018-04-28T06:15:21.184329Z,128,1.706807
eisenhowermemorial.gov,eisenhowermemorial.gov,http://eisenhowermemorial.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False,,2018-04-28T06:21:25.465154Z,2018-04-28T06:21:29.569639Z,4.104485,60dc22c8-4aac-11e8-97ce-d914754c0202,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]e993a21dead149cfa98f4a88fe52af81,2018-04-28T06:21:25.487645Z,2018-04-28T06:21:29.564074Z,128,4.076429
eldercare.gov,eldercare.gov,http://eldercare.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:16:58.064524Z,2018-04-28T06:17:27.297795Z,29.233271,c179fb59-4aab-11e8-afee-73b5dbc44f69,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]c115761cd3904577a0cb133d1a38c122,2018-04-28T06:16:58.073537Z,2018-04-28T06:17:27.293075Z,128,29.219538
elderjustice.gov,elderjustice.gov,http://elderjustice.gov,True,True,https://www.justice.gov/elderjustice,True,False,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False,,2018-04-28T06:18:38.464439Z,2018-04-28T06:18:40.398448Z,1.934009,fd51ce68-4aab-11e8-9f6a-af7bd0615a84,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]537541d29fbd4a4a867c434fe026e898,2018-04-28T06:18:38.473115Z,2018-04-28T06:18:40.393638Z,128,1.920523
emergency-federal-register.gov,emergency-federal-register.gov,https://emergency-federal-register.gov,True,True,https://www.archives.gov/federal-register,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,True,True,True,False,,2018-04-28T06:23:54.240083Z,2018-04-28T06:23:59.44135Z,5.201267,b98966fa-4aac-11e8-97e3-d753eb902662,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]9dd382faee3544c4841fd67bcfe8232e,2018-04-28T06:23:54.249041Z,2018-04-28T06:23:59.435957Z,128,5.186916
employeeexpress.gov,employeeexpress.gov,https://www.employeeexpress.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:24:35.760367Z,2018-04-28T06:24:38.480234Z,2.719867,d248da02-4aac-11e8-b304-374c0e204495,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]b28233c4022e4b048c8eb223e7b4b109,2018-04-28T06:24:35.755501Z,2018-04-28T06:24:38.457555Z,128,2.702054
employer.gov,employer.gov,https://employer.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:19:17.281291Z,2018-04-28T06:19:19.108027Z,1.826736,1474cfc8-4aac-11e8-9273-9df7a1e2e09a,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]7acc18f3c8f04d26a48615198bf51def,2018-04-28T06:19:17.290681Z,2018-04-28T06:19:19.104193Z,128,1.813512
empowhr.gov,empowhr.gov,https://empowhr.gov,True,False,,False,True,False,True,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False,,2018-04-28T06:25:35.476431Z,2018-04-28T06:25:42.896393Z,7.419962,f5e0c9c5-4aac-11e8-b218-c357bb4f26d5,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]103f0a0509234f119a1bb5ae0648d0ec,2018-04-28T06:25:35.486153Z,2018-04-28T06:25:42.835771Z,128,7.349618
ems.gov,ems.gov,https://www.ems.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:20:59.903219Z,2018-04-28T06:21:03.600381Z,3.697162,519faf6b-4aac-11e8-abb1-83884b8c0246,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]537541d29fbd4a4a867c434fe026e898,2018-04-28T06:20:59.952762Z,2018-04-28T06:21:03.595731Z,128,3.642969
endingthedocumentgame.gov,endingthedocumentgame.gov,https://endingthedocumentgame.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:16:58.640226Z,2018-04-28T06:17:00.462188Z,1.821962,c1d1df5a-4aab-11e8-82d2-55d82f08cd4d,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]f7cad3ed07754b52beb98a723050992b,2018-04-28T06:16:58.691556Z,2018-04-28T06:17:00.438309Z,128,1.746753
energy.gov,energy.gov,https://www.energy.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:15:21.251375Z,2018-04-28T06:15:27.474749Z,6.223374,87c5a482-4aab-11e8-8a98-bbb903fa8f2f,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]514aeef4324a412f96b35abdb7ec7d51,2018-04-28T06:15:21.271272Z,2018-04-28T06:15:27.474529Z,128,6.203257
energycodes.gov,energycodes.gov,https://www.energycodes.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:15:21.511503Z,2018-04-28T06:15:26.249533Z,4.738030,87ed2a3e-4aab-11e8-bae7-85c9e9d038f4,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]456d0d0643264082b4cc7a8daea6b8f1,2018-04-28T06:15:21.517882Z,2018-04-28T06:15:26.241594Z,128,4.723712
energysaver.gov,energysaver.gov,http://energysaver.gov,True,True,https://www.energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:15:22.173966Z,2018-04-28T06:15:28.29055Z,6.116584,8852546e-4aab-11e8-a594-0b9a52cf52f6,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]4271677aa86d49868de13c366afb57b5,2018-04-28T06:15:22.188851Z,2018-04-28T06:15:28.280024Z,128,6.091173
energysavers.gov,energysavers.gov,http://energysavers.gov,True,True,https://www.energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:15:24.871093Z,2018-04-28T06:15:28.243322Z,3.372229,89eddbdd-4aab-11e8-a1f4-dd7e5df529ea,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]eb4062bb1e044ca7bd6f6f33e8cf90dc,2018-04-28T06:15:24.882257Z,2018-04-28T06:15:28.240256Z,128,3.357999
energystar.gov,energystar.gov,https://www.energystar.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False,,2018-04-28T06:21:29.044951Z,2018-04-28T06:21:30.659577Z,1.614626,62fe6680-4aac-11e8-b3b8-5f6c2eaad8d0,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]7a9232a096824e4198ee7b63aae64343,2018-04-28T06:21:29.059134Z,2018-04-28T06:21:30.655746Z,128,1.596612
eop.gov,eop.gov,https://eop.gov,True,True,https://www.whitehouse.gov/,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:21:43.103827Z,2018-04-28T06:21:45.801873Z,2.698046,6b5fa2bf-4aac-11e8-805b-c175b47e0965,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]7c4e0b86c60340e399f6ce3957c10bb8,2018-04-28T06:21:43.097967Z,2018-04-28T06:21:45.764902Z,128,2.666935
