Domain,Base Domain,Scanned Hostname,Scanned Port,STARTTLS SMTP,SSLv2,SSLv3,TLSv1.0,TLSv1.1,TLSv1.2,TLSv1.3,Any Forward Secrecy,All Forward Secrecy,Weakest DH Group Size,Any RC4,All RC4,Any 3DES,Key Type,Key Length,Signature Algorithm,SHA-1 in Served Chain,SHA-1 in Constructed Chain,Not Before,Not After,Highest Served Issuer,Highest Constructed Issuer,Asserts EV,Trusted for EV,EV Trusted OIDs,EV Trusted Browsers,Is Symantec Cert,Symantec Distrust Date,Errors,Local Errors,Local Start Time,Local End Time,Local Duration,Lambda Request ID,Lambda Log Group Name,Lambda Log Stream Name,Lambda Start Time,Lambda End Time,Lambda Memory Limit,Lambda Measured Duration
distraction.gov,distraction.gov,www.distraction.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-10-23T00:00:00,2018-10-23T23:59:59,GeoTrust Global CA,GeoTrust Global CA,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:34:46.891347Z,2018-04-28T06:34:50.549764Z,3.658417,3e8c0a31-4aae-11e8-ae97-3b128e59ef91,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:34:46.904706Z,2018-04-28T06:34:50.545518Z,256,3.640812
dnfsb.gov,dnfsb.gov,www.dnfsb.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-12-12T00:00:00,2021-03-11T23:59:59,AddTrust External CA Root,COMODO RSA Certification Authority,False,False,,,False,,,,2018-04-28T06:29:59.773928Z,2018-04-28T06:30:03.394128Z,3.620200,93694f71-4aad-11e8-9f05-670c91cd10c1,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:29:59.78288Z,2018-04-28T06:30:03.386056Z,256,3.603176
dni.gov,dni.gov,www.dni.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-02-28T00:00:00,2018-09-02T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:35:02.55453Z,2018-04-28T06:35:06.712969Z,4.158439,47e2061b-4aae-11e8-a7c9-e333fd8f3d3e,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f3fbcde3afbc44468f50ce1169776567,2018-04-28T06:35:02.559961Z,2018-04-28T06:35:06.705737Z,256,4.145776
dnsops.gov,dnsops.gov,dnsops.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-04-06T17:38:07,2018-07-05T17:38:07,DST Root CA X3,DST Root CA X3,False,False,,,False,,,,2018-04-28T06:30:07.272713Z,2018-04-28T06:30:11.751848Z,4.479135,97e1b7f5-4aad-11e8-83b4-23700a456581,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:30:07.279264Z,2018-04-28T06:30:11.743969Z,256,4.464705
doc.gov,doc.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:30:07.757669Z,2018-04-28T06:30:07.809206Z,0.051537,982bb919-4aad-11e8-a0a5-bbed8a3056e9,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:30:07.804801Z,2018-04-28T06:30:07.805004Z,256,0.000203
docline.gov,docline.gov,docline.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-02-16T00:00:00,2019-03-06T12:00:00,DigiCert High Assurance EV Root CA,DigiCert High Assurance EV Root CA,False,False,,,False,,,,2018-04-28T06:31:29.830883Z,2018-04-28T06:31:33.42834Z,3.597457,c9171276-4aad-11e8-8709-abb5b8ed595c,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:31:29.861972Z,2018-04-28T06:31:33.42329Z,256,3.561318
dod.gov,dod.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:30:29.942437Z,2018-04-28T06:30:29.961115Z,0.018678,a56494a3-4aad-11e8-882f-b33e49cd91ae,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:30:29.956656Z,2018-04-28T06:30:29.956724Z,256,0.000068
doe.gov,doe.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:30:52.925018Z,2018-04-28T06:30:52.96098Z,0.035962,b31782c9-4aad-11e8-a4cf-d75ec85fd5d0,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:30:52.956682Z,2018-04-28T06:30:52.956745Z,256,0.000063
doeal.gov,doeal.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:30:52.961948Z,2018-04-28T06:30:52.974746Z,0.012798,b31d27ce-4aad-11e8-a7d4-d59b1dbad18f,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:30:52.971324Z,2018-04-28T06:30:52.971425Z,256,0.000101
doi.gov,doi.gov,www.doi.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2015-06-15T00:00:00,2018-08-22T12:00:00,DigiCert High Assurance EV Root CA,DigiCert High Assurance EV Root CA,False,False,,,False,,,,2018-04-28T06:33:29.307224Z,2018-04-28T06:33:33.433601Z,4.126377,104e45b4-4aae-11e8-a628-2b9cb27793e0,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:33:29.322782Z,2018-04-28T06:33:33.425839Z,256,4.103057
doioig.gov,doioig.gov,www.doioig.gov,443,False,False,False,False,False,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,False,2017-01-17T00:00:00,2020-01-22T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:33:29.579823Z,2018-04-28T06:33:33.837934Z,4.258111,10772ac1-4aae-11e8-b450-6b942c9e5d63,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:33:29.588421Z,2018-04-28T06:33:33.833646Z,256,4.245225
doj.gov,doj.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:32:34.672505Z,2018-04-28T06:32:34.689721Z,0.017216,efbd0540-4aad-11e8-a617-211b3668a43f,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:32:34.682884Z,2018-04-28T06:32:34.682973Z,256,0.000089
dol-esa.gov,dol-esa.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:33:07.271349Z,2018-04-28T06:33:07.287149Z,0.015800,032b14c6-4aae-11e8-9ed2-253325b68b36,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:33:07.284654Z,2018-04-28T06:33:07.284716Z,256,0.000062
dol.gov,dol.gov,www.dol.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-01-19T00:00:00,2018-11-06T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:33:07.287955Z,2018-04-28T06:33:11.419366Z,4.131411,032e70bd-4aae-11e8-bc7a-018b51b6e646,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:33:07.305228Z,2018-04-28T06:33:11.415208Z,256,4.109980
doleta.gov,doleta.gov,doleta.gov,443,False,False,False,False,True,True,False,True,True,384,False,False,False,RSA,4096,sha256,False,False,2016-10-07T15:59:28,2019-10-07T16:29:27,Entrust Root Certification Authority - G2,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:33:08.070533Z,2018-04-28T06:33:11.948763Z,3.878230,03a52698-4aae-11e8-b45f-253aca273a2b,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:33:08.084848Z,2018-04-28T06:33:11.944587Z,256,3.859739
donaciondeorganos.gov,donaciondeorganos.gov,donaciondeorganos.gov,443,False,False,False,False,True,True,False,True,False,521,False,False,False,RSA,2048,sha256,False,False,2018-01-19T00:00:00,2019-01-30T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:31:31.430932Z,2018-04-28T06:31:35.40992Z,3.978988,ca0b0f11-4aad-11e8-a3d7-3185633cc098,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:31:31.444831Z,2018-04-28T06:31:35.405525Z,256,3.960694
donotcall.gov,donotcall.gov,donotcall.gov,443,False,False,False,True,True,True,False,True,True,384,False,False,False,RSA,4096,sha256,True,False,2017-11-21T00:00:00,2019-02-07T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:35:42.87143Z,2018-04-28T06:35:46.790136Z,3.918706,5fe9e903-4aae-11e8-9758-8bb82166dd4f,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:35:42.884906Z,2018-04-28T06:35:46.785912Z,256,3.901006
dontserveteens.gov,dontserveteens.gov,dontserveteens.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-04-19T00:00:00,2018-12-20T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:35:43.443178Z,2018-04-28T06:35:49.66296Z,6.219782,604130a2-4aae-11e8-9fed-55d67991912d,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:35:43.457672Z,2018-04-28T06:35:49.657435Z,256,6.199763
dot.gov,dot.gov,www.dot.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-08T00:00:00,2018-11-25T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:34:47.199743Z,2018-04-28T06:34:51.660675Z,4.460932,3ebb309d-4aae-11e8-8107-23098c18113d,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:34:47.208878Z,2018-04-28T06:34:51.656363Z,256,4.447485
dotgov.gov,dotgov.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lambda error: {""errorMessage"": ""Internal socket set to None; cannot perform handshake."", ""errorType"": ""OSError"", ""stackTrace"": [[""/var/task/lambda_handler.py"", 29, ""handler"", ""data = scanner.scan(domain, environment, options)""], [""/var/task/scanners/sslyze.py"", 107, ""scan"", ""response = run_sslyze(data, environment, options)""], [""/var/task/scanners/sslyze.py"", 220, ""run_sslyze"", ""sslv2, sslv3, tlsv1, tlsv1_1, tlsv1_2, tlsv1_3, certs = scan_serial(scanner, server_info, data, options)""], [""/var/task/scanners/sslyze.py"", 483, ""scan_serial"", ""sslv3 = scanner.run_scan_command(server_info, Sslv30ScanCommand())""], [""/var/task/sslyze/synchronous_scanner.py"", 50, ""run_scan_command"", ""return plugin.process_task(server_info, scan_command)""], [""/var/task/sslyze/plugins/openssl_cipher_suites_plugin.py"", 217, ""process_task"", ""raise exception""], [""/var/task/sslyze/utils/thread_pool.py"", 128, ""_work_function"", ""result = function(*args)""], [""/var/task/sslyze/plugins/openssl_cipher_suites_plugin.py"", 264, ""_test_cipher_suite"", ""ssl_connection.close()""], [""/var/task/sslyze/utils/ssl_connection.py"", 282, ""close"", ""self.ssl_client.shutdown()""], [""/var/task/nassl/ssl_client.py"", 290, ""shutdown"", ""self._flush_ssl_engine()""], [""/var/task/nassl/ssl_client.py"", 272, ""_flush_ssl_engine"", ""raise IOError('Internal socket set to None; cannot perform handshake.')""]]} Scan returned nothing.",2018-04-28T06:35:59.047206Z,2018-04-28T06:35:59.726007Z,0.678801,698e2ba5-4aae-11e8-b4fb-eb60db8c20bb,,,,,,
dotideahub.gov,dotideahub.gov,www.dotideahub.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-11-28T00:00:00,2019-02-13T23:59:59,GeoTrust Global CA,GeoTrust Global CA,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:34:48.324738Z,2018-04-28T06:34:52.605263Z,4.280525,3f66d970-4aae-11e8-8407-1d9210ac3a71,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:34:48.356894Z,2018-04-28T06:34:52.599504Z,256,4.242610
dottrafficrecords.gov,dottrafficrecords.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:34:48.513403Z,2018-04-28T06:34:48.528492Z,0.015089,3f8389f7-4aae-11e8-90ef-c35162902c5f,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:34:48.525424Z,2018-04-28T06:34:48.525499Z,256,0.000075
dra.gov,dra.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:30:00.622621Z,2018-04-28T06:30:00.640688Z,0.018067,93eadb28-4aad-11e8-b561-61adb0d683a4,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:30:00.636771Z,2018-04-28T06:30:00.636857Z,256,0.000086
drought.gov,drought.gov,www.drought.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,4096,sha512,False,False,2017-10-02T00:00:00,2018-12-12T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:30:07.810196Z,2018-04-28T06:30:19.009897Z,11.199701,9833a90e-4aad-11e8-a6bb-41eb2f12f202,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:30:07.84497Z,2018-04-28T06:30:19.004496Z,256,11.159526
drugabuse.gov,drugabuse.gov,www.drugabuse.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2015-07-08T00:00:00,2018-07-12T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:31:31.886219Z,2018-04-28T06:31:43.262289Z,11.376070,ca50a3c9-4aad-11e8-8293-03444e6d4ad6,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:31:31.8967Z,2018-04-28T06:31:43.257457Z,256,11.360757
drugfreeworkplace.gov,drugfreeworkplace.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:31:31.954157Z,2018-04-28T06:31:31.968418Z,0.014261,ca5adcbc-4aad-11e8-a617-211b3668a43f,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:31:31.965428Z,2018-04-28T06:31:31.965508Z,256,0.000080
drywallresponse.gov,drywallresponse.gov,drywallresponse.gov,443,False,False,False,True,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,True,False,2018-02-15T19:07:01,2019-09-04T14:31:39,Go Daddy Class 2 Certification Authority,Go Daddy Root Certificate Authority - G2,False,False,,,False,,,,2018-04-28T06:29:51.247306Z,2018-04-28T06:29:55.705884Z,4.458578,8e547ffe-4aad-11e8-a42c-adc52d3ebd99,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:29:51.257583Z,2018-04-28T06:29:55.683205Z,256,4.425622
dsac.gov,dsac.gov,www.dsac.gov,443,False,False,False,False,False,True,True,True,False,256,False,False,False,ECDSA,256,sha256,False,False,2017-11-19T00:00:00,2018-05-28T23:59:59,AddTrust External CA Root,COMODO ECC Certification Authority,False,False,,,False,,,,2018-04-28T06:32:34.690565Z,2018-04-28T06:32:38.821764Z,4.131199,efbfc538-4aad-11e8-822b-d52a01f5aa2c,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:32:34.736609Z,2018-04-28T06:32:38.817262Z,256,4.080653
dtv.gov,dtv.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:35:27.503197Z,2018-04-28T06:35:27.539701Z,0.036504,56c0c9e9-4aae-11e8-a919-4dacbae3a4d7,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]c1d97120766c4d448211278b249ddd54,2018-04-28T06:35:27.536696Z,2018-04-28T06:35:27.53675Z,256,0.000054
e-enterprise.gov,e-enterprise.gov,e-enterprise.gov,443,False,False,False,True,True,True,False,True,False,521,False,False,False,RSA,2048,sha256,False,False,2017-09-30T00:55:01,2019-09-30T00:55:01,Go Daddy Root Certificate Authority - G2,Go Daddy Root Certificate Authority - G2,False,False,,,False,,,,2018-04-28T06:35:09.32304Z,2018-04-28T06:35:13.830599Z,4.507559,4beabd81-4aae-11e8-8fc7-f1ed17ed0822,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:35:09.331343Z,2018-04-28T06:35:13.826611Z,256,4.495268
e-qip.gov,e-qip.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:37:06.011267Z,2018-04-28T06:37:06.02908Z,0.017813,91781121-4aae-11e8-b18a-c334f2c6003a,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:37:06.025555Z,2018-04-28T06:37:06.025655Z,256,0.000100
e-verify.gov,e-verify.gov,www.e-verify.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-30T00:00:00,2019-02-16T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:32:05.770893Z,2018-04-28T06:32:09.968526Z,4.197633,de82ece3-4aad-11e8-b27d-474d547046ff,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:32:05.804677Z,2018-04-28T06:32:09.965624Z,256,4.160947
eac.gov,eac.gov,www.eac.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-11-28T00:00:00,2018-11-28T23:59:59,GeoTrust Global CA,GeoTrust Global CA,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:35:08.821308Z,2018-04-28T06:35:13.200118Z,4.378810,4b9e4aba-4aae-11e8-8120-27fb3890a46c,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:35:08.833428Z,2018-04-28T06:35:13.195785Z,256,4.362357
eaclearinghouse.gov,eaclearinghouse.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:30:29.962Z,2018-04-28T06:30:29.987705Z,0.025705,a567a1e2-4aad-11e8-9394-bda595f113e2,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:30:29.985224Z,2018-04-28T06:30:29.985306Z,256,0.000082
eaglecash.gov,eaglecash.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:34:19.051269Z,2018-04-28T06:34:19.068897Z,0.017628,2df3d799-4aae-11e8-b2fe-6d1fe81e87ce,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:34:19.065416Z,2018-04-28T06:34:19.065492Z,256,0.000076
earmarks.gov,earmarks.gov,earmarks.gov,443,False,False,False,True,False,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,False,2017-11-13T21:12:38,2020-03-20T21:42:36,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:35:18.641165Z,2018-04-28T06:35:22.85946Z,4.218295,51788d38-4aae-11e8-9654-b7e76999e5c3,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:35:18.653223Z,2018-04-28T06:35:22.855286Z,256,4.202063
earthquake.gov,earthquake.gov,www.earthquake.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-09-06T00:00:00,2018-09-11T12:00:00,DigiCert High Assurance EV Root CA,DigiCert High Assurance EV Root CA,False,False,,,False,,,,2018-04-28T06:33:30.467181Z,2018-04-28T06:34:03.767268Z,33.300087,10fea9a2-4aae-11e8-b7ca-8b51b8d2cb91,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:33:30.479639Z,2018-04-28T06:34:03.762247Z,256,33.282608
earthsystemprediction.gov,earthsystemprediction.gov,earthsystemprediction.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-07T00:00:00,2019-01-11T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:30:09.212966Z,2018-04-28T06:30:12.601441Z,3.388475,9909bd77-4aad-11e8-815a-d5201e1e6a3f,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:30:09.220907Z,2018-04-28T06:30:12.59721Z,256,3.376303
ecfr.gov,ecfr.gov,ecfr.gov,443,False,False,False,False,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,False,2018-03-05T00:00:00,2019-03-06T12:00:00,DigiCert High Assurance EV Root CA,DigiCert High Assurance EV Root CA,True,True,2.16.840.1.114412.2.1,"Mozilla, Google, Microsoft, Apple",False,,,,2018-04-28T06:38:06.060658Z,2018-04-28T06:38:10.118647Z,4.057989,b542f802-4aae-11e8-b32b-99c28a4af9e3,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:38:06.074451Z,2018-04-28T06:38:10.11373Z,256,4.039279
economicinclusion.gov,economicinclusion.gov,economicinclusion.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2016-09-12T00:00:00,2018-09-12T23:59:59,VeriSign Class 3 Public Primary Certification Authority - G5,VeriSign Class 3 Public Primary Certification Authority - G5,True,True,2.16.840.1.113733.1.7.23.6,"Mozilla, Google, Microsoft, Apple",True,SEPTEMBER_2018,,,2018-04-28T06:35:28.751732Z,2018-04-28T06:35:32.468231Z,3.716499,577fad0f-4aae-11e8-9479-efbca38e7d32,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:35:28.761638Z,2018-04-28T06:35:32.463594Z,256,3.701956
econsumer.gov,econsumer.gov,econsumer.gov,443,False,False,False,True,True,True,False,True,True,384,False,False,False,RSA,4096,sha256,True,False,2018-04-05T00:00:00,2020-05-08T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:35:43.521678Z,2018-04-28T06:35:47.384135Z,3.862457,604d3e51-4aae-11e8-97ef-b1c1016a6108,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:35:43.530091Z,2018-04-28T06:35:47.379842Z,256,3.849751
ecpic.gov,ecpic.gov,ecpic.gov,443,False,False,False,False,True,True,False,True,False,2048,False,False,False,RSA,2048,sha256,True,False,2018-03-22T00:00:00,2020-03-21T23:59:59,AddTrust External CA Root,COMODO RSA Certification Authority,False,False,,,False,,,,2018-04-28T06:35:59.727131Z,2018-04-28T06:36:12.646275Z,12.919144,69f5ee15-4aae-11e8-82d7-bb3e06072881,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:35:59.738932Z,2018-04-28T06:36:12.6412Z,256,12.902268
ecr.gov,ecr.gov,ecr.gov,443,False,False,False,True,True,True,False,True,False,521,False,False,False,RSA,2048,sha256,False,False,2018-03-05T00:00:00,2018-08-13T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:36:37.246797Z,2018-04-28T06:36:46.101659Z,8.854862,8052b9a4-4aae-11e8-9a76-f35d3b5897b4,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:36:37.25462Z,2018-04-28T06:36:46.080354Z,256,8.825734
ed.gov,ed.gov,www.ed.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,,2018-03-02T00:00:00,2019-04-01T23:59:59,COMODO RSA Certification Authority,,False,False,,,False,,,,2018-04-28T06:30:42.815103Z,2018-04-28T06:30:46.351414Z,3.536311,ad10ff50-4aad-11e8-aa20-37b7a21a14ce,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f3fbcde3afbc44468f50ce1169776567,2018-04-28T06:30:42.822883Z,2018-04-28T06:30:46.342637Z,256,3.519754
eda.gov,eda.gov,eda.gov,443,False,False,False,True,True,True,False,True,False,521,False,False,True,RSA,2048,sha256,False,False,2016-06-17T19:08:17,2019-07-03T19:38:16,Entrust Root Certification Authority - G2,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:30:09.869006Z,2018-04-28T06:30:14.268035Z,4.399029,996dd680-4aad-11e8-8c02-63f148b51e3a,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:30:09.901513Z,2018-04-28T06:30:14.263055Z,256,4.361542
