Domain,Base Domain,Participates in Analytics,Local Errors,Local Start Time,Local End Time,Local Duration
pif.gov,pif.gov,False,,2018-04-28T06:38:36.070637Z,2018-04-28T06:38:36.07076Z,0.000123
pitc.gov,pitc.gov,False,,2018-04-28T06:38:35.985211Z,2018-04-28T06:38:35.987988Z,0.002777
pix.gov,pix.gov,False,,2018-04-28T06:38:35.962222Z,2018-04-28T06:38:35.965839Z,0.003617
pki-lab.gov,pki-lab.gov,False,,2018-04-28T06:38:36.067032Z,2018-04-28T06:38:36.068996Z,0.001964
pki.gov,pki.gov,False,,2018-04-28T06:38:36.067754Z,2018-04-28T06:38:36.067881Z,0.000127
plainlanguage.gov,plainlanguage.gov,True,,2018-04-28T06:38:36.071677Z,2018-04-28T06:38:36.071797Z,0.000120
pmf.gov,pmf.gov,True,,2018-04-28T06:38:36.13177Z,2018-04-28T06:38:36.133636Z,0.001866
pmi.gov,pmi.gov,True,,2018-04-28T06:38:36.149876Z,2018-04-28T06:38:36.150007Z,0.000131
pnl.gov,pnl.gov,False,,2018-04-28T06:38:35.685341Z,2018-04-28T06:38:35.689791Z,0.004450
pnnl.gov,pnnl.gov,False,,2018-04-28T06:38:35.685453Z,2018-04-28T06:38:35.686989Z,0.001536
poolsafely.gov,poolsafely.gov,True,,2018-04-28T06:38:35.5884Z,2018-04-28T06:38:35.590022Z,0.001622
poolsafety.gov,poolsafety.gov,False,,2018-04-28T06:38:35.588515Z,2018-04-28T06:38:35.593005Z,0.004490
postoffice.gov,postoffice.gov,False,,2018-04-28T06:38:36.186744Z,2018-04-28T06:38:36.186879Z,0.000135
ppdcecc.gov,ppdcecc.gov,False,,2018-04-28T06:38:36.254443Z,2018-04-28T06:38:36.254573Z,0.000130
ppirs.gov,ppirs.gov,True,,2018-04-28T06:38:36.068563Z,2018-04-28T06:38:36.07121Z,0.002647
pppl.gov,pppl.gov,True,,2018-04-28T06:38:35.68555Z,2018-04-28T06:38:35.687187Z,0.001637
pppo.gov,pppo.gov,False,,2018-04-28T06:38:35.685656Z,2018-04-28T06:38:35.687444Z,0.001788
pracomment.gov,pracomment.gov,False,,2018-04-28T06:38:35.919566Z,2018-04-28T06:38:35.924174Z,0.004608
prc.gov,prc.gov,False,,2018-04-28T06:38:36.131865Z,2018-04-28T06:38:36.134288Z,0.002423
pregunteleakaren.gov,pregunteleakaren.gov,False,,2018-04-28T06:38:36.171623Z,2018-04-28T06:38:36.175448Z,0.003825
preprodfan.gov,preprodfan.gov,False,,2018-04-28T06:38:35.839384Z,2018-04-28T06:38:35.84201Z,0.002626
preserveamerica.gov,preserveamerica.gov,False,,2018-04-28T06:38:35.524112Z,2018-04-28T06:38:35.524257Z,0.000145
presidentialdocuments.gov,presidentialdocuments.gov,False,,2018-04-28T06:38:36.215479Z,2018-04-28T06:38:36.217218Z,0.001739
presidentialinnovationfellows.gov,presidentialinnovationfellows.gov,True,,2018-04-28T06:38:36.069327Z,2018-04-28T06:38:36.069453Z,0.000126
presidentialserviceawards.gov,presidentialserviceawards.gov,True,,2018-04-28T06:38:35.595139Z,2018-04-28T06:38:35.599064Z,0.003925
presidio.gov,presidio.gov,False,,2018-04-28T06:38:36.134654Z,2018-04-28T06:38:36.136717Z,0.002063
presidiotrust.gov,presidiotrust.gov,False,,2018-04-28T06:38:36.132622Z,2018-04-28T06:38:36.132748Z,0.000126
pretrialservices.gov,pretrialservices.gov,False,,2018-04-28T06:38:35.600318Z,2018-04-28T06:38:35.602532Z,0.002214
privacyshield.gov,privacyshield.gov,True,,2018-04-28T06:38:35.623466Z,2018-04-28T06:38:35.630647Z,0.007181
projectsafechildhood.gov,projectsafechildhood.gov,False,,2018-04-28T06:38:35.812798Z,2018-04-28T06:38:35.812925Z,0.000127
projectsafeneighborhoods.gov,projectsafeneighborhoods.gov,False,,2018-04-28T06:38:35.813294Z,2018-04-28T06:38:35.813423Z,0.000129
promesa.gov,promesa.gov,False,,2018-04-28T06:38:36.114772Z,2018-04-28T06:38:36.118189Z,0.003417
protecciondelconsumidor.gov,protecciondelconsumidor.gov,False,,2018-04-28T06:38:36.021218Z,2018-04-28T06:38:36.025596Z,0.004378
protectyourmove.gov,protectyourmove.gov,True,,2018-04-28T06:38:35.946441Z,2018-04-28T06:38:35.946572Z,0.000131
psa.gov,psa.gov,False,,2018-04-28T06:38:35.600478Z,2018-04-28T06:38:35.600612Z,0.000134
psc.gov,psc.gov,False,,2018-04-28T06:38:35.74368Z,2018-04-28T06:38:35.74551Z,0.001830
pscr.gov,pscr.gov,False,,2018-04-28T06:38:35.625197Z,2018-04-28T06:38:35.63177Z,0.006573
psob.gov,psob.gov,True,,2018-04-28T06:38:35.816386Z,2018-04-28T06:38:35.816519Z,0.000133
ptf.gov,ptf.gov,False,,2018-04-28T06:38:36.14513Z,2018-04-28T06:38:36.147467Z,0.002337
ptt.gov,ptt.gov,False,,2018-04-28T06:38:36.070487Z,2018-04-28T06:38:36.072666Z,0.002179
pubmed.gov,pubmed.gov,False,,2018-04-28T06:38:35.743777Z,2018-04-28T06:38:35.746357Z,0.002580
pubmedcentral.gov,pubmedcentral.gov,False,,2018-04-28T06:38:35.743871Z,2018-04-28T06:38:35.746544Z,0.002673
purchasing.gov,purchasing.gov,False,,2018-04-28T06:38:36.192421Z,2018-04-28T06:38:36.194493Z,0.002072
qart.gov,qart.gov,False,,2018-04-28T06:38:35.960357Z,2018-04-28T06:38:35.962859Z,0.002502
qatesttwai.gov,qatesttwai.gov,False,,2018-04-28T06:38:35.919054Z,2018-04-28T06:38:35.920926Z,0.001872
quic.gov,quic.gov,False,,2018-04-28T06:38:35.743963Z,2018-04-28T06:38:35.747477Z,0.003514
rcfl.gov,rcfl.gov,False,,2018-04-28T06:38:35.813951Z,2018-04-28T06:38:35.814081Z,0.000130
read.gov,read.gov,False,,2018-04-28T06:38:36.232148Z,2018-04-28T06:38:36.233308Z,0.001160
ready.gov,ready.gov,True,,2018-04-28T06:38:35.769204Z,2018-04-28T06:38:35.771623Z,0.002419
readybusiness.gov,readybusiness.gov,False,,2018-04-28T06:38:35.769309Z,2018-04-28T06:38:35.777267Z,0.007958
reaganlibrary.gov,reaganlibrary.gov,True,,2018-04-28T06:38:36.099371Z,2018-04-28T06:38:36.101183Z,0.001812
realestatesales.gov,realestatesales.gov,True,,2018-04-28T06:38:36.0728Z,2018-04-28T06:38:36.072931Z,0.000131
realpropertyprofile.gov,realpropertyprofile.gov,True,,2018-04-28T06:38:36.071552Z,2018-04-28T06:38:36.073455Z,0.001903
recalls.gov,recalls.gov,False,,2018-04-28T06:38:35.588619Z,2018-04-28T06:38:35.590412Z,0.001793
recordsmanagement.gov,recordsmanagement.gov,False,,2018-04-28T06:38:36.099558Z,2018-04-28T06:38:36.102726Z,0.003168
recoverymonth.gov,recoverymonth.gov,True,,2018-04-28T06:38:35.744229Z,2018-04-28T06:38:35.744351Z,0.000122
recreation.gov,recreation.gov,True,,2018-04-28T06:38:36.171975Z,2018-04-28T06:38:36.175651Z,0.003676
reginfo.gov,reginfo.gov,True,,2018-04-28T06:38:36.073622Z,2018-04-28T06:38:36.073747Z,0.000125
regulations.gov,regulations.gov,True,,2018-04-28T06:38:35.969278Z,2018-04-28T06:38:35.971675Z,0.002397
relocatefeds.gov,relocatefeds.gov,True,,2018-04-28T06:38:35.969377Z,2018-04-28T06:38:35.97187Z,0.002493
reo.gov,reo.gov,False,,2018-04-28T06:38:36.174205Z,2018-04-28T06:38:36.176026Z,0.001821
reportband.gov,reportband.gov,False,,2018-04-28T06:38:35.876188Z,2018-04-28T06:38:35.876318Z,0.000130
reporting.gov,reporting.gov,True,,2018-04-28T06:38:36.07222Z,2018-04-28T06:38:36.073953Z,0.001733
republicans.gov,republicans.gov,False,,2018-04-28T06:38:36.257076Z,2018-04-28T06:38:36.259157Z,0.002081
research.gov,research.gov,True,,2018-04-28T06:38:36.112953Z,2018-04-28T06:38:36.11705Z,0.004097
restorethegulf.gov,restorethegulf.gov,False,,2018-04-28T06:38:36.079284Z,2018-04-28T06:38:36.081825Z,0.002541
rivers.gov,rivers.gov,True,,2018-04-28T06:38:35.879073Z,2018-04-28T06:38:35.880731Z,0.001658
rl.gov,rl.gov,False,,2018-04-28T06:38:35.685748Z,2018-04-28T06:38:35.687919Z,0.002171
robodeidentidad.gov,robodeidentidad.gov,True,,2018-04-28T06:38:36.023291Z,2018-04-28T06:38:36.025421Z,0.002130
rocis.gov,rocis.gov,True,,2018-04-28T06:38:36.07252Z,2018-04-28T06:38:36.077569Z,0.005049
rrb.gov,rrb.gov,True,,2018-04-28T06:38:36.136294Z,2018-04-28T06:38:36.138134Z,0.001840
sac.gov,sac.gov,True,,2018-04-28T06:38:36.111579Z,2018-04-28T06:38:36.111712Z,0.000133
safecar.gov,safecar.gov,False,,2018-04-28T06:38:35.946989Z,2018-04-28T06:38:35.948122Z,0.001133
safecom.gov,safecom.gov,False,,2018-04-28T06:38:35.87647Z,2018-04-28T06:38:35.878429Z,0.001959
safecomprogram.gov,safecomprogram.gov,False,,2018-04-28T06:38:35.76942Z,2018-04-28T06:38:35.772117Z,0.002697
safeocs.gov,safeocs.gov,True,,2018-04-28T06:38:35.947893Z,2018-04-28T06:38:35.950564Z,0.002671
safercar.gov,safercar.gov,False,,2018-04-28T06:38:35.947288Z,2018-04-28T06:38:35.95193Z,0.004642
saferproduct.gov,saferproduct.gov,False,,2018-04-28T06:38:35.588726Z,2018-04-28T06:38:35.591056Z,0.002330
saferproducts.gov,saferproducts.gov,True,,2018-04-28T06:38:35.588823Z,2018-04-28T06:38:35.591492Z,0.002669
safertruck.gov,safertruck.gov,False,,2018-04-28T06:38:35.947393Z,2018-04-28T06:38:35.948595Z,0.001202
safetyact.gov,safetyact.gov,True,,2018-04-28T06:38:35.77035Z,2018-04-28T06:38:35.770484Z,0.000134
safetyvideos.gov,safetyvideos.gov,False,,2018-04-28T06:38:35.57756Z,2018-04-28T06:38:35.580517Z,0.002957
safeyouth.gov,safeyouth.gov,False,,2018-04-28T06:38:35.747948Z,2018-04-28T06:38:35.748076Z,0.000128
salmonrecovery.gov,salmonrecovery.gov,False,,2018-04-28T06:38:35.685866Z,2018-04-28T06:38:35.688533Z,0.002667
sam.gov,sam.gov,True,,2018-04-28T06:38:36.073312Z,2018-04-28T06:38:36.076032Z,0.002720
samhsa.gov,samhsa.gov,True,,2018-04-28T06:38:35.752341Z,2018-04-28T06:38:35.752465Z,0.000124
sandbox.gov,sandbox.gov,False,,2018-04-28T06:38:36.075478Z,2018-04-28T06:38:36.075607Z,0.000129
sandia.gov,sandia.gov,False,,2018-04-28T06:38:35.685969Z,2018-04-28T06:38:35.689444Z,0.003475
savingsbond.gov,savingsbond.gov,True,,2018-04-28T06:38:35.919717Z,2018-04-28T06:38:35.919838Z,0.000121
savingsbonds.gov,savingsbonds.gov,True,,2018-04-28T06:38:35.920452Z,2018-04-28T06:38:35.922107Z,0.001655
savingsbondwizard.gov,savingsbondwizard.gov,True,,2018-04-28T06:38:35.920571Z,2018-04-28T06:38:35.922844Z,0.002273
sba.gov,sba.gov,True,,2018-04-28T06:38:36.140009Z,2018-04-28T06:38:36.141852Z,0.001843
sbir.gov,sbir.gov,False,,2018-04-28T06:38:36.137986Z,2018-04-28T06:38:36.14067Z,0.002684
sbst.gov,sbst.gov,True,,2018-04-28T06:38:36.07618Z,2018-04-28T06:38:36.076304Z,0.000124
sc-us.gov,sc-us.gov,False,,2018-04-28T06:38:36.193402Z,2018-04-28T06:38:36.193528Z,0.000126
scidac.gov,scidac.gov,False,,2018-04-28T06:38:35.686245Z,2018-04-28T06:38:35.686368Z,0.000123
science.gov,science.gov,False,,2018-04-28T06:38:35.690232Z,2018-04-28T06:38:35.691742Z,0.001510
science360.gov,science360.gov,True,,2018-04-28T06:38:36.113329Z,2018-04-28T06:38:36.115082Z,0.001753
sciencebase.gov,sciencebase.gov,True,,2018-04-28T06:38:35.877139Z,2018-04-28T06:38:35.879565Z,0.002426
scijinks.gov,scijinks.gov,True,,2018-04-28T06:38:36.089628Z,2018-04-28T06:38:36.092502Z,0.002874
scinet-test.gov,scinet-test.gov,False,,2018-04-28T06:38:36.191913Z,2018-04-28T06:38:36.192045Z,0.000132
scinet.gov,scinet.gov,False,,2018-04-28T06:38:36.193684Z,2018-04-28T06:38:36.196136Z,0.002452
scra.gov,scra.gov,False,,2018-04-28T06:38:35.81432Z,2018-04-28T06:38:35.814451Z,0.000131
scus.gov,scus.gov,False,,2018-04-28T06:38:36.192566Z,2018-04-28T06:38:36.192689Z,0.000123
sdr.gov,sdr.gov,True,,2018-04-28T06:38:35.626527Z,2018-04-28T06:38:35.628634Z,0.002107
search.gov,search.gov,True,,2018-04-28T06:38:36.075033Z,2018-04-28T06:38:36.075162Z,0.000129
sec.gov,sec.gov,True,,2018-04-28T06:38:36.136573Z,2018-04-28T06:38:36.139019Z,0.002446
secretservice.gov,secretservice.gov,True,,2018-04-28T06:38:35.770814Z,2018-04-28T06:38:35.770941Z,0.000127
section108.gov,section108.gov,False,,2018-04-28T06:38:36.232458Z,2018-04-28T06:38:36.236931Z,0.004473
section508.gov,section508.gov,True,,2018-04-28T06:38:36.078493Z,2018-04-28T06:38:36.079602Z,0.001109
securitytestfan.gov,securitytestfan.gov,False,,2018-04-28T06:38:35.841269Z,2018-04-28T06:38:35.841401Z,0.000132
seguridadconsumidor.gov,seguridadconsumidor.gov,False,,2018-04-28T06:38:35.58892Z,2018-04-28T06:38:35.591946Z,0.003026
segurosocial.gov,segurosocial.gov,False,,2018-04-28T06:38:36.139452Z,2018-04-28T06:38:36.139585Z,0.000133
selectagents.gov,selectagents.gov,False,,2018-04-28T06:38:35.748545Z,2018-04-28T06:38:35.748681Z,0.000136
selectusa.gov,selectusa.gov,True,,2018-04-28T06:38:35.626657Z,2018-04-28T06:38:35.626785Z,0.000128
sen.gov,sen.gov,False,,2018-04-28T06:38:36.254992Z,2018-04-28T06:38:36.257277Z,0.002285
senate.gov,senate.gov,False,,2018-04-28T06:38:36.255289Z,2018-04-28T06:38:36.258025Z,0.002736
senatecalendar.gov,senatecalendar.gov,False,,2018-04-28T06:38:36.215576Z,2018-04-28T06:38:36.21769Z,0.002114
seniorcorps.gov,seniorcorps.gov,False,,2018-04-28T06:38:35.595245Z,2018-04-28T06:38:35.596924Z,0.001679
sentinel.gov,sentinel.gov,False,,2018-04-28T06:38:36.021701Z,2018-04-28T06:38:36.024306Z,0.002605
serve.gov,serve.gov,False,,2018-04-28T06:38:35.595528Z,2018-04-28T06:38:35.595657Z,0.000129
service.gov,service.gov,False,,2018-04-28T06:38:35.598781Z,2018-04-28T06:38:35.602987Z,0.004206
servicemembers.gov,servicemembers.gov,False,,2018-04-28T06:38:35.818746Z,2018-04-28T06:38:35.818874Z,0.000128
sftool.gov,sftool.gov,True,,2018-04-28T06:38:36.078786Z,2018-04-28T06:38:36.083274Z,0.004488
sharetheroadsafely.gov,sharetheroadsafely.gov,False,,2018-04-28T06:38:35.947495Z,2018-04-28T06:38:35.948795Z,0.001300
sierrawild.gov,sierrawild.gov,True,,2018-04-28T06:38:35.877253Z,2018-04-28T06:38:35.877396Z,0.000143
sigtarp.gov,sigtarp.gov,True,,2018-04-28T06:38:35.920684Z,2018-04-28T06:38:35.923245Z,0.002561
siteidiq.gov,siteidiq.gov,False,,2018-04-28T06:38:35.649424Z,2018-04-28T06:38:35.652769Z,0.003345
sji.gov,sji.gov,False,,2018-04-28T06:38:36.141412Z,2018-04-28T06:38:36.143559Z,0.002147
slgs.gov,slgs.gov,True,,2018-04-28T06:38:35.920784Z,2018-04-28T06:38:35.923716Z,0.002932
smart.gov,smart.gov,True,,2018-04-28T06:38:35.816811Z,2018-04-28T06:38:35.816939Z,0.000128
smartcheck.gov,smartcheck.gov,True,,2018-04-28T06:38:35.577368Z,2018-04-28T06:38:35.579667Z,0.002299
smarterskies.gov,smarterskies.gov,True,,2018-04-28T06:38:35.9476Z,2018-04-28T06:38:35.949527Z,0.001927
smartgrid.gov,smartgrid.gov,False,,2018-04-28T06:38:35.690352Z,2018-04-28T06:38:35.690475Z,0.000123
smokefree.gov,smokefree.gov,True,,2018-04-28T06:38:35.749511Z,2018-04-28T06:38:35.749647Z,0.000136
smokeybear.gov,smokeybear.gov,False,,2018-04-28T06:38:36.17102Z,2018-04-28T06:38:36.171154Z,0.000134
snap.gov,snap.gov,True,,2018-04-28T06:38:35.879984Z,2018-04-28T06:38:35.881792Z,0.001808
sns.gov,sns.gov,False,,2018-04-28T06:38:35.690907Z,2018-04-28T06:38:35.692474Z,0.001567
socialsecurity.gov,socialsecurity.gov,True,,2018-04-28T06:38:36.140511Z,2018-04-28T06:38:36.145668Z,0.005157
solardecathlon.gov,solardecathlon.gov,False,,2018-04-28T06:38:35.691906Z,2018-04-28T06:38:35.692036Z,0.000130
spaceweather.gov,spaceweather.gov,False,,2018-04-28T06:38:35.628839Z,2018-04-28T06:38:35.628977Z,0.000138
speaker.gov,speaker.gov,False,,2018-04-28T06:38:36.255573Z,2018-04-28T06:38:36.255697Z,0.000124
spectrum.gov,spectrum.gov,False,,2018-04-28T06:38:35.627144Z,2018-04-28T06:38:35.627276Z,0.000132
srs.gov,srs.gov,False,,2018-04-28T06:38:35.69121Z,2018-04-28T06:38:35.693112Z,0.001902
ssa.gov,ssa.gov,True,,2018-04-28T06:38:36.145524Z,2018-04-28T06:38:36.148565Z,0.003041
ssab.gov,ssab.gov,False,,2018-04-28T06:38:36.141139Z,2018-04-28T06:38:36.141278Z,0.000139
sss.gov,sss.gov,False,,2018-04-28T06:38:36.136857Z,2018-04-28T06:38:36.136982Z,0.000125
standards.gov,standards.gov,False,,2018-04-28T06:38:35.627652Z,2018-04-28T06:38:35.632252Z,0.004600
state.gov,state.gov,True,,2018-04-28T06:38:35.839491Z,2018-04-28T06:38:35.83962Z,0.000129
stateoig.gov,stateoig.gov,False,,2018-04-28T06:38:35.844088Z,2018-04-28T06:38:35.846041Z,0.001953
stb.gov,stb.gov,False,,2018-04-28T06:38:36.142322Z,2018-04-28T06:38:36.142451Z,0.000129
stennis.gov,stennis.gov,False,,2018-04-28T06:38:36.239492Z,2018-04-28T06:38:36.239623Z,0.000131
stopalcoholabuse.gov,stopalcoholabuse.gov,False,,2018-04-28T06:38:35.750645Z,2018-04-28T06:38:35.750775Z,0.000130
stopbullying.gov,stopbullying.gov,True,,2018-04-28T06:38:35.75006Z,2018-04-28T06:38:35.752197Z,0.002137
stopfakes.gov,stopfakes.gov,True,,2018-04-28T06:38:35.627761Z,2018-04-28T06:38:35.627894Z,0.000133
stopfraud.gov,stopfraud.gov,True,,2018-04-28T06:38:35.821176Z,2018-04-28T06:38:35.823083Z,0.001907
strongports.gov,strongports.gov,False,,2018-04-28T06:38:35.947696Z,2018-04-28T06:38:35.949706Z,0.002010
studentaid.gov,studentaid.gov,False,,2018-04-28T06:38:35.659321Z,2018-04-28T06:38:35.659455Z,0.000134
studentloans.gov,studentloans.gov,True,,2018-04-28T06:38:35.660179Z,2018-04-28T06:38:35.660314Z,0.000135
supportfan.gov,supportfan.gov,False,,2018-04-28T06:38:35.839835Z,2018-04-28T06:38:35.83996Z,0.000125
supreme-court.gov,supreme-court.gov,False,,2018-04-28T06:38:36.195059Z,2018-04-28T06:38:36.195199Z,0.000140
supremecourt.gov,supremecourt.gov,False,,2018-04-28T06:38:36.195769Z,2018-04-28T06:38:36.195898Z,0.000129
supremecourtus.gov,supremecourtus.gov,False,,2018-04-28T06:38:36.194089Z,2018-04-28T06:38:36.196332Z,0.002243
surgeongeneral.gov,surgeongeneral.gov,True,,2018-04-28T06:38:35.751273Z,2018-04-28T06:38:35.755483Z,0.004210
sustainability.gov,sustainability.gov,True,,2018-04-28T06:38:35.969566Z,2018-04-28T06:38:35.972294Z,0.002728
sustainablecommunities.gov,sustainablecommunities.gov,True,,2018-04-28T06:38:35.9478Z,2018-04-28T06:38:35.950385Z,0.002585
sworm.gov,sworm.gov,False,,2018-04-28T06:38:35.628419Z,2018-04-28T06:38:35.630914Z,0.002495
swpa.gov,swpa.gov,True,,2018-04-28T06:38:35.691311Z,2018-04-28T06:38:35.695801Z,0.004490
symbols.gov,symbols.gov,True,,2018-04-28T06:38:36.175082Z,2018-04-28T06:38:36.17747Z,0.002388
taaps.gov,taaps.gov,True,,2018-04-28T06:38:35.921064Z,2018-04-28T06:38:35.921184Z,0.000120
tax.gov,tax.gov,False,,2018-04-28T06:38:35.921744Z,2018-04-28T06:38:35.921896Z,0.000152
taxreform.gov,taxreform.gov,False,,2018-04-28T06:38:36.256587Z,2018-04-28T06:38:36.256727Z,0.000140
tcis.gov,tcis.gov,False,,2018-04-28T06:38:35.924881Z,2018-04-28T06:38:35.925012Z,0.000131
techtrack.gov,techtrack.gov,False,,2018-04-28T06:38:35.818Z,2018-04-28T06:38:35.821537Z,0.003537
telework.gov,telework.gov,True,,2018-04-28T06:38:36.132133Z,2018-04-28T06:38:36.132252Z,0.000119
tfhrc.gov,tfhrc.gov,False,,2018-04-28T06:38:35.947986Z,2018-04-28T06:38:35.951278Z,0.003292
thecoolspot.gov,thecoolspot.gov,False,,2018-04-28T06:38:35.750183Z,2018-04-28T06:38:35.750309Z,0.000126
thepeoplesgarden.gov,thepeoplesgarden.gov,False,,2018-04-28T06:38:36.171295Z,2018-04-28T06:38:36.172983Z,0.001688
therealcost.gov,therealcost.gov,False,,2018-04-28T06:38:35.75284Z,2018-04-28T06:38:35.754653Z,0.001813
thisfreelife.gov,thisfreelife.gov,False,,2018-04-28T06:38:35.750999Z,2018-04-28T06:38:35.751137Z,0.000138
thomas.gov,thomas.gov,False,,2018-04-28T06:38:36.232574Z,2018-04-28T06:38:36.234082Z,0.001508
tigta.gov,tigta.gov,False,,2018-04-28T06:38:35.924731Z,2018-04-28T06:38:35.926394Z,0.001663
tigtanet.gov,tigtanet.gov,False,,2018-04-28T06:38:35.926528Z,2018-04-28T06:38:35.926655Z,0.000127
time.gov,time.gov,True,,2018-04-28T06:38:35.629553Z,2018-04-28T06:38:35.629683Z,0.000130
tissueengineering.gov,tissueengineering.gov,False,,2018-04-28T06:38:35.752947Z,2018-04-28T06:38:35.753082Z,0.000135
tmdbhouse.gov,tmdbhouse.gov,False,,2018-04-28T06:38:36.25867Z,2018-04-28T06:38:36.258803Z,0.000133
tobacco.gov,tobacco.gov,False,,2018-04-28T06:38:35.752044Z,2018-04-28T06:38:35.754104Z,0.002060
tox21.gov,tox21.gov,False,,2018-04-28T06:38:35.754231Z,2018-04-28T06:38:35.754364Z,0.000133
tps.gov,tps.gov,False,,2018-04-28T06:38:36.23268Z,2018-04-28T06:38:36.234476Z,0.001796
trade.gov,trade.gov,True,,2018-04-28T06:38:35.630104Z,2018-04-28T06:38:35.630238Z,0.000134
trafficsafetymarketing.gov,trafficsafetymarketing.gov,True,,2018-04-28T06:38:35.948248Z,2018-04-28T06:38:35.948367Z,0.000119
trainingproviderresults.gov,trainingproviderresults.gov,False,,2018-04-28T06:38:35.831413Z,2018-04-28T06:38:35.831548Z,0.000135
transparency.gov,transparency.gov,False,,2018-04-28T06:38:35.92518Z,2018-04-28T06:38:35.927096Z,0.001916
transportation.gov,transportation.gov,True,,2018-04-28T06:38:35.952305Z,2018-04-28T06:38:35.954488Z,0.002183
treas.gov,treas.gov,True,,2018-04-28T06:38:35.925589Z,2018-04-28T06:38:35.927502Z,0.001913
treaslockbox.gov,treaslockbox.gov,False,,2018-04-28T06:38:35.925925Z,2018-04-28T06:38:35.929729Z,0.003804
treasury.fed.us,treasury.fed.us,False,,2018-04-28T06:38:35.926044Z,2018-04-28T06:38:35.928422Z,0.002378
treasury.gov,treasury.gov,True,,2018-04-28T06:38:35.926151Z,2018-04-28T06:38:35.928634Z,0.002483
treasuryauction.gov,treasuryauction.gov,False,,2018-04-28T06:38:35.92625Z,2018-04-28T06:38:35.929028Z,0.002778
treasuryauctions.gov,treasuryauctions.gov,True,,2018-04-28T06:38:35.929189Z,2018-04-28T06:38:35.929326Z,0.000137
treasurydirect.gov,treasurydirect.gov,True,,2018-04-28T06:38:35.927683Z,2018-04-28T06:38:35.927817Z,0.000134
treasuryecm.gov,treasuryecm.gov,False,,2018-04-28T06:38:35.931597Z,2018-04-28T06:38:35.933527Z,0.001930
treasuryhunt.gov,treasuryhunt.gov,True,,2018-04-28T06:38:35.930577Z,2018-04-28T06:38:35.931949Z,0.001372
treasuryscams.gov,treasuryscams.gov,True,,2018-04-28T06:38:35.931383Z,2018-04-28T06:38:35.933111Z,0.001728
tribaljusticeandsafety.gov,tribaljusticeandsafety.gov,False,,2018-04-28T06:38:35.818124Z,2018-04-28T06:38:35.818245Z,0.000121
truman.gov,truman.gov,False,,2018-04-28T06:38:36.079468Z,2018-04-28T06:38:36.082839Z,0.003371
tsa.gov,tsa.gov,True,,2018-04-28T06:38:35.773281Z,2018-04-28T06:38:35.773423Z,0.000142
tsc.gov,tsc.gov,False,,2018-04-28T06:38:36.144558Z,2018-04-28T06:38:36.146243Z,0.001685
tsp.gov,tsp.gov,False,,2018-04-28T06:38:36.007503Z,2018-04-28T06:38:36.007624Z,0.000121
tsptest.gov,tsptest.gov,False,,2018-04-28T06:38:36.011726Z,2018-04-28T06:38:36.012846Z,0.001120
tsunami.gov,tsunami.gov,True,,2018-04-28T06:38:35.635595Z,2018-04-28T06:38:35.635864Z,0.000269
tswg.gov,tswg.gov,False,,2018-04-28T06:38:35.654419Z,2018-04-28T06:38:35.656298Z,0.001879
ttb.gov,ttb.gov,True,,2018-04-28T06:38:35.931493Z,2018-04-28T06:38:35.933294Z,0.001801
ttbonline.gov,ttbonline.gov,False,,2018-04-28T06:38:35.931706Z,2018-04-28T06:38:35.933728Z,0.002022
ttic.gov,ttic.gov,False,,2018-04-28T06:38:35.571564Z,2018-04-28T06:38:35.575498Z,0.003934
ttlplus.gov,ttlplus.gov,False,,2018-04-28T06:38:35.931806Z,2018-04-28T06:38:35.93445Z,0.002644
tva.gov,tva.gov,False,,2018-04-28T06:38:36.142987Z,2018-04-28T06:38:36.143123Z,0.000136
tvaoig.gov,tvaoig.gov,False,,2018-04-28T06:38:36.143757Z,2018-04-28T06:38:36.14389Z,0.000133
twai.gov,twai.gov,False,,2018-04-28T06:38:35.932082Z,2018-04-28T06:38:35.935114Z,0.003032
uce.gov,uce.gov,False,,2018-04-28T06:38:36.022328Z,2018-04-28T06:38:36.022458Z,0.000130
ucia.gov,ucia.gov,False,,2018-04-28T06:38:35.575974Z,2018-04-28T06:38:35.576112Z,0.000138
ucrdatatool.gov,ucrdatatool.gov,False,,2018-04-28T06:38:35.819853Z,2018-04-28T06:38:35.821751Z,0.001898
udall.gov,udall.gov,False,,2018-04-28T06:38:36.087054Z,2018-04-28T06:38:36.087185Z,0.000131
ugov.gov,ugov.gov,False,,2018-04-28T06:38:35.962515Z,2018-04-28T06:38:35.966713Z,0.004198
unicor.gov,unicor.gov,True,,2018-04-28T06:38:35.818621Z,2018-04-28T06:38:35.822245Z,0.003624
unionreports.gov,unionreports.gov,False,,2018-04-28T06:38:35.831686Z,2018-04-28T06:38:35.835666Z,0.003980
unitedstates.gov,unitedstates.gov,False,,2018-04-28T06:38:36.076543Z,2018-04-28T06:38:36.076675Z,0.000132
unitedstatescongress.gov,unitedstatescongress.gov,False,,2018-04-28T06:38:36.232779Z,2018-04-28T06:38:36.234745Z,0.001966
unlocktalent.gov,unlocktalent.gov,False,,2018-04-28T06:38:36.130044Z,2018-04-28T06:38:36.130173Z,0.000129
unnpp.gov,unnpp.gov,False,,2018-04-28T06:38:35.691409Z,2018-04-28T06:38:35.693849Z,0.002440
