Domain,Base Domain,Participates in Analytics,Local Errors,Local Start Time,Local End Time,Local Duration
csosa.gov,csosa.gov,False,,2018-04-28T06:38:35.599946Z,2018-04-28T06:38:35.602294Z,0.002348
ctoc.gov,ctoc.gov,False,,2018-04-28T06:38:35.637655Z,2018-04-28T06:38:35.639442Z,0.001787
cttso.gov,cttso.gov,False,,2018-04-28T06:38:35.638687Z,2018-04-28T06:38:35.640699Z,0.002012
cuidadodesalud.gov,cuidadodesalud.gov,True,,2018-04-28T06:38:35.707744Z,2018-04-28T06:38:35.707873Z,0.000129
cupcao.gov,cupcao.gov,True,,2018-04-28T06:38:35.849645Z,2018-04-28T06:38:35.852615Z,0.002970
cwc.gov,cwc.gov,False,,2018-04-28T06:38:35.834546Z,2018-04-28T06:38:35.836938Z,0.002392
cyber.gov,cyber.gov,False,,2018-04-28T06:38:35.974419Z,2018-04-28T06:38:35.974544Z,0.000125
cybercareers.gov,cybercareers.gov,False,,2018-04-28T06:38:36.122044Z,2018-04-28T06:38:36.124134Z,0.002090
cybercrime.gov,cybercrime.gov,False,,2018-04-28T06:38:35.789547Z,2018-04-28T06:38:35.791609Z,0.002062
cybersecurity.gov,cybersecurity.gov,False,,2018-04-28T06:38:35.979821Z,2018-04-28T06:38:35.979947Z,0.000126
data.gov,data.gov,True,,2018-04-28T06:38:36.035074Z,2018-04-28T06:38:36.035191Z,0.000117
dc3on.gov,dc3on.gov,False,,2018-04-28T06:38:35.638977Z,2018-04-28T06:38:35.6411Z,0.002123
dea.gov,dea.gov,True,,2018-04-28T06:38:35.789679Z,2018-04-28T06:38:35.789818Z,0.000139
deaecom.gov,deaecom.gov,False,,2018-04-28T06:38:35.794454Z,2018-04-28T06:38:35.794579Z,0.000125
defense.gov,defense.gov,True,,2018-04-28T06:38:35.639085Z,2018-04-28T06:38:35.641341Z,0.002256
democraticleader.gov,democraticleader.gov,False,,2018-04-28T06:38:36.241734Z,2018-04-28T06:38:36.242314Z,0.000580
democraticwhip.gov,democraticwhip.gov,False,,2018-04-28T06:38:36.242495Z,2018-04-28T06:38:36.242626Z,0.000131
democrats.gov,democrats.gov,False,,2018-04-28T06:38:36.243952Z,2018-04-28T06:38:36.247181Z,0.003229
dems.gov,dems.gov,False,,2018-04-28T06:38:36.243346Z,2018-04-28T06:38:36.244721Z,0.001375
denali.gov,denali.gov,False,,2018-04-28T06:38:35.605171Z,2018-04-28T06:38:35.607455Z,0.002284
devtestfan1.gov,devtestfan1.gov,False,,2018-04-28T06:38:35.834656Z,2018-04-28T06:38:35.838712Z,0.004056
df.gov,df.gov,False,,2018-04-28T06:38:35.571856Z,2018-04-28T06:38:35.571994Z,0.000138
dfafacts.gov,dfafacts.gov,False,,2018-04-28T06:38:36.148951Z,2018-04-28T06:38:36.14908Z,0.000129
dhhs.gov,dhhs.gov,False,,2018-04-28T06:38:35.709796Z,2018-04-28T06:38:35.71235Z,0.002554
dhs.gov,dhs.gov,True,,2018-04-28T06:38:35.766937Z,2018-04-28T06:38:35.770144Z,0.003207
diabetescommittee.gov,diabetescommittee.gov,False,,2018-04-28T06:38:35.710207Z,2018-04-28T06:38:35.710328Z,0.000121
dietaryguidelines.gov,dietaryguidelines.gov,False,,2018-04-28T06:38:36.159117Z,2018-04-28T06:38:36.161086Z,0.001969
digital.gov,digital.gov,True,,2018-04-28T06:38:36.035607Z,2018-04-28T06:38:36.038242Z,0.002635
digitaldashboard.gov,digitaldashboard.gov,True,,2018-04-28T06:38:36.037128Z,2018-04-28T06:38:36.037251Z,0.000123
digitalgov.gov,digitalgov.gov,True,,2018-04-28T06:38:36.03609Z,2018-04-28T06:38:36.036217Z,0.000127
digitalliteracy.gov,digitalliteracy.gov,False,,2018-04-28T06:38:35.610639Z,2018-04-28T06:38:35.610769Z,0.000130
digitalpreservation.gov,digitalpreservation.gov,False,,2018-04-28T06:38:36.221714Z,2018-04-28T06:38:36.225397Z,0.003683
digitizationguidelines.gov,digitizationguidelines.gov,False,,2018-04-28T06:38:36.221995Z,2018-04-28T06:38:36.222119Z,0.000124
directoasucuenta.gov,directoasucuenta.gov,False,,2018-04-28T06:38:35.892283Z,2018-04-28T06:38:35.894062Z,0.001779
disability.gov,disability.gov,False,,2018-04-28T06:38:35.825313Z,2018-04-28T06:38:35.827984Z,0.002671
disasterassistance.gov,disasterassistance.gov,True,,2018-04-28T06:38:35.759968Z,2018-04-28T06:38:35.761567Z,0.001599
disasterhousing.gov,disasterhousing.gov,False,,2018-04-28T06:38:35.775955Z,2018-04-28T06:38:35.776081Z,0.000126
distracteddriving.gov,distracteddriving.gov,False,,2018-04-28T06:38:35.937553Z,2018-04-28T06:38:35.937694Z,0.000141
distraction.gov,distraction.gov,False,,2018-04-28T06:38:35.939964Z,2018-04-28T06:38:35.940092Z,0.000128
dnfsb.gov,dnfsb.gov,True,,2018-04-28T06:38:35.603953Z,2018-04-28T06:38:35.606033Z,0.002080
dni.gov,dni.gov,True,,2018-04-28T06:38:35.955702Z,2018-04-28T06:38:35.955839Z,0.000137
dnsops.gov,dnsops.gov,True,,2018-04-28T06:38:35.611569Z,2018-04-28T06:38:35.611705Z,0.000136
doc.gov,doc.gov,False,,2018-04-28T06:38:35.613907Z,2018-04-28T06:38:35.614041Z,0.000134
docline.gov,docline.gov,True,,2018-04-28T06:38:35.710512Z,2018-04-28T06:38:35.710629Z,0.000117
dod.gov,dod.gov,False,,2018-04-28T06:38:35.639188Z,2018-04-28T06:38:35.641745Z,0.002557
doe.gov,doe.gov,False,,2018-04-28T06:38:35.665148Z,2018-04-28T06:38:35.665271Z,0.000123
doeal.gov,doeal.gov,False,,2018-04-28T06:38:35.665703Z,2018-04-28T06:38:35.669109Z,0.003406
doi.gov,doi.gov,True,,2018-04-28T06:38:35.849738Z,2018-04-28T06:38:35.853027Z,0.003289
doioig.gov,doioig.gov,False,,2018-04-28T06:38:35.849844Z,2018-04-28T06:38:35.853309Z,0.003465
doj.gov,doj.gov,False,,2018-04-28T06:38:35.790647Z,2018-04-28T06:38:35.793245Z,0.002598
dol-esa.gov,dol-esa.gov,False,,2018-04-28T06:38:35.822653Z,2018-04-28T06:38:35.825651Z,0.002998
dol.gov,dol.gov,True,,2018-04-28T06:38:35.824728Z,2018-04-28T06:38:35.826802Z,0.002074
doleta.gov,doleta.gov,True,,2018-04-28T06:38:35.825817Z,2018-04-28T06:38:35.825947Z,0.000130
donaciondeorganos.gov,donaciondeorganos.gov,True,,2018-04-28T06:38:35.709406Z,2018-04-28T06:38:35.711512Z,0.002106
donotcall.gov,donotcall.gov,True,,2018-04-28T06:38:36.012708Z,2018-04-28T06:38:36.015897Z,0.003189
dontserveteens.gov,dontserveteens.gov,False,,2018-04-28T06:38:36.012988Z,2018-04-28T06:38:36.013111Z,0.000123
dot.gov,dot.gov,True,,2018-04-28T06:38:35.939148Z,2018-04-28T06:38:35.939285Z,0.000137
dotgov.gov,dotgov.gov,False,,2018-04-28T06:38:36.0366Z,2018-04-28T06:38:36.039479Z,0.002879
dotideahub.gov,dotideahub.gov,False,,2018-04-28T06:38:35.939426Z,2018-04-28T06:38:35.93956Z,0.000134
dottrafficrecords.gov,dottrafficrecords.gov,False,,2018-04-28T06:38:35.941182Z,2018-04-28T06:38:35.942235Z,0.001053
dra.gov,dra.gov,False,,2018-04-28T06:38:35.603124Z,2018-04-28T06:38:35.603274Z,0.000150
drought.gov,drought.gov,True,,2018-04-28T06:38:35.612752Z,2018-04-28T06:38:35.6144Z,0.001648
drugabuse.gov,drugabuse.gov,True,,2018-04-28T06:38:35.709691Z,2018-04-28T06:38:35.714831Z,0.005140
drugfreeworkplace.gov,drugfreeworkplace.gov,False,,2018-04-28T06:38:35.709931Z,2018-04-28T06:38:35.712532Z,0.002601
drywallresponse.gov,drywallresponse.gov,False,,2018-04-28T06:38:35.588081Z,2018-04-28T06:38:35.589246Z,0.001165
dsac.gov,dsac.gov,False,,2018-04-28T06:38:35.790749Z,2018-04-28T06:38:35.790891Z,0.000142
dtv.gov,dtv.gov,False,,2018-04-28T06:38:35.989688Z,2018-04-28T06:38:35.989838Z,0.000150
e-enterprise.gov,e-enterprise.gov,True,,2018-04-28T06:38:35.963612Z,2018-04-28T06:38:35.963741Z,0.000129
e-qip.gov,e-qip.gov,False,,2018-04-28T06:38:36.121716Z,2018-04-28T06:38:36.122852Z,0.001136
e-verify.gov,e-verify.gov,True,,2018-04-28T06:38:35.760429Z,2018-04-28T06:38:35.760557Z,0.000128
eac.gov,eac.gov,True,,2018-04-28T06:38:35.962718Z,2018-04-28T06:38:35.964572Z,0.001854
eaclearinghouse.gov,eaclearinghouse.gov,False,,2018-04-28T06:38:35.639286Z,2018-04-28T06:38:35.64245Z,0.003164
eaglecash.gov,eaglecash.gov,False,,2018-04-28T06:38:35.892612Z,2018-04-28T06:38:35.894771Z,0.002159
earmarks.gov,earmarks.gov,False,,2018-04-28T06:38:35.975864Z,2018-04-28T06:38:35.975999Z,0.000135
earthquake.gov,earthquake.gov,False,,2018-04-28T06:38:35.850112Z,2018-04-28T06:38:35.850232Z,0.000120
earthsystemprediction.gov,earthsystemprediction.gov,True,,2018-04-28T06:38:35.613564Z,2018-04-28T06:38:35.613688Z,0.000124
ecfr.gov,ecfr.gov,False,,2018-04-28T06:38:36.210466Z,2018-04-28T06:38:36.210599Z,0.000133
economicinclusion.gov,economicinclusion.gov,False,,2018-04-28T06:38:35.990855Z,2018-04-28T06:38:35.993488Z,0.002633
econsumer.gov,econsumer.gov,True,,2018-04-28T06:38:36.01643Z,2018-04-28T06:38:36.016554Z,0.000124
ecpic.gov,ecpic.gov,False,,2018-04-28T06:38:36.039635Z,2018-04-28T06:38:36.039777Z,0.000142
ecr.gov,ecr.gov,False,,2018-04-28T06:38:36.086589Z,2018-04-28T06:38:36.086731Z,0.000142
ed.gov,ed.gov,True,,2018-04-28T06:38:35.654316Z,2018-04-28T06:38:35.656084Z,0.001768
eda.gov,eda.gov,True,,2018-04-28T06:38:35.617007Z,2018-04-28T06:38:35.61735Z,0.000343
edison.gov,edison.gov,False,,2018-04-28T06:38:35.712685Z,2018-04-28T06:38:35.712823Z,0.000138
edpubs.gov,edpubs.gov,False,,2018-04-28T06:38:35.654527Z,2018-04-28T06:38:35.656919Z,0.002392
education.gov,education.gov,False,,2018-04-28T06:38:35.654894Z,2018-04-28T06:38:35.655018Z,0.000124
eeoc.gov,eeoc.gov,True,,2018-04-28T06:38:35.969992Z,2018-04-28T06:38:35.970111Z,0.000119
eftps.gov,eftps.gov,False,,2018-04-28T06:38:35.893106Z,2018-04-28T06:38:35.894947Z,0.001841
eguardian.gov,eguardian.gov,False,,2018-04-28T06:38:35.793386Z,2018-04-28T06:38:35.793506Z,0.000120
eia.gov,eia.gov,False,,2018-04-28T06:38:35.668549Z,2018-04-28T06:38:35.668696Z,0.000147
eisenhowermemorial.gov,eisenhowermemorial.gov,True,,2018-04-28T06:38:35.962618Z,2018-04-28T06:38:35.964402Z,0.001784
eldercare.gov,eldercare.gov,False,,2018-04-28T06:38:35.716344Z,2018-04-28T06:38:35.716476Z,0.000132
elderjustice.gov,elderjustice.gov,False,,2018-04-28T06:38:35.791483Z,2018-04-28T06:38:35.794322Z,0.002839
emergency-federal-register.gov,emergency-federal-register.gov,False,,2018-04-28T06:38:36.093726Z,2018-04-28T06:38:36.093871Z,0.000145
employeeexpress.gov,employeeexpress.gov,False,,2018-04-28T06:38:36.121944Z,2018-04-28T06:38:36.123712Z,0.001768
employer.gov,employer.gov,True,,2018-04-28T06:38:35.826129Z,2018-04-28T06:38:35.826254Z,0.000125
empowhr.gov,empowhr.gov,True,,2018-04-28T06:38:36.15691Z,2018-04-28T06:38:36.159361Z,0.002451
ems.gov,ems.gov,True,,2018-04-28T06:38:35.941699Z,2018-04-28T06:38:35.943921Z,0.002222
endingthedocumentgame.gov,endingthedocumentgame.gov,False,,2018-04-28T06:38:35.711652Z,2018-04-28T06:38:35.711785Z,0.000133
energy.gov,energy.gov,True,,2018-04-28T06:38:35.671858Z,2018-04-28T06:38:35.671983Z,0.000125
energycodes.gov,energycodes.gov,False,,2018-04-28T06:38:35.669253Z,2018-04-28T06:38:35.669386Z,0.000133
energysaver.gov,energysaver.gov,False,,2018-04-28T06:38:35.671224Z,2018-04-28T06:38:35.671357Z,0.000133
energysavers.gov,energysavers.gov,False,,2018-04-28T06:38:35.669582Z,2018-04-28T06:38:35.669719Z,0.000137
energystar.gov,energystar.gov,True,,2018-04-28T06:38:35.963958Z,2018-04-28T06:38:35.964232Z,0.000274
eop.gov,eop.gov,False,,2018-04-28T06:38:35.976662Z,2018-04-28T06:38:35.976797Z,0.000135
epa.gov,epa.gov,True,,2018-04-28T06:38:35.967131Z,2018-04-28T06:38:35.967258Z,0.000127
epic.gov,epic.gov,False,,2018-04-28T06:38:35.792132Z,2018-04-28T06:38:35.79228Z,0.000148
erdc.gov,erdc.gov,False,,2018-04-28T06:38:35.642773Z,2018-04-28T06:38:35.642909Z,0.000136
esa.gov,esa.gov,True,,2018-04-28T06:38:35.619154Z,2018-04-28T06:38:35.619276Z,0.000122
esc.gov,esc.gov,False,,2018-04-28T06:38:35.941293Z,2018-04-28T06:38:35.942408Z,0.001115
eseclab.gov,eseclab.gov,False,,2018-04-28T06:38:36.243451Z,2018-04-28T06:38:36.247885Z,0.004434
esrs.gov,esrs.gov,True,,2018-04-28T06:38:36.038765Z,2018-04-28T06:38:36.038888Z,0.000123
eta-find.gov,eta-find.gov,False,,2018-04-28T06:38:35.893215Z,2018-04-28T06:38:35.895624Z,0.002409
ethicsburg.gov,ethicsburg.gov,False,,2018-04-28T06:38:35.895779Z,2018-04-28T06:38:35.89591Z,0.000131
evergladesrestoration.gov,evergladesrestoration.gov,False,,2018-04-28T06:38:35.854383Z,2018-04-28T06:38:35.854523Z,0.000140
everify.gov,everify.gov,False,,2018-04-28T06:38:35.761921Z,2018-04-28T06:38:35.76206Z,0.000139
everykidinapark.gov,everykidinapark.gov,True,,2018-04-28T06:38:36.042715Z,2018-04-28T06:38:36.042837Z,0.000122
everytrycounts.gov,everytrycounts.gov,False,,2018-04-28T06:38:35.713025Z,2018-04-28T06:38:35.713156Z,0.000131
evus.gov,evus.gov,True,,2018-04-28T06:38:35.762722Z,2018-04-28T06:38:35.762849Z,0.000127
execsec.gov,execsec.gov,False,,2018-04-28T06:38:36.158818Z,2018-04-28T06:38:36.162844Z,0.004026
exim.gov,exim.gov,False,,2018-04-28T06:38:35.985115Z,2018-04-28T06:38:35.987616Z,0.002501
exploretsp.gov,exploretsp.gov,False,,2018-04-28T06:38:36.006863Z,2018-04-28T06:38:36.008549Z,0.001686
export.gov,export.gov,True,,2018-04-28T06:38:35.614184Z,2018-04-28T06:38:35.617884Z,0.003700
eyenote.gov,eyenote.gov,False,,2018-04-28T06:38:35.894205Z,2018-04-28T06:38:35.894342Z,0.000137
faa.gov,faa.gov,True,,2018-04-28T06:38:35.941596Z,2018-04-28T06:38:35.943294Z,0.001698
faasafety.gov,faasafety.gov,False,,2018-04-28T06:38:35.941795Z,2018-04-28T06:38:35.944754Z,0.002959
faca.gov,faca.gov,False,,2018-04-28T06:38:36.040053Z,2018-04-28T06:38:36.040198Z,0.000145
facadatabase.gov,facadatabase.gov,True,,2018-04-28T06:38:36.044172Z,2018-04-28T06:38:36.044293Z,0.000121
fafsa.gov,fafsa.gov,False,,2018-04-28T06:38:35.658131Z,2018-04-28T06:38:35.658263Z,0.000132
fai.gov,fai.gov,True,,2018-04-28T06:38:36.041974Z,2018-04-28T06:38:36.04211Z,0.000136
famep.gov,famep.gov,False,,2018-04-28T06:38:35.953575Z,2018-04-28T06:38:35.953703Z,0.000128
fan.gov,fan.gov,False,,2018-04-28T06:38:35.834773Z,2018-04-28T06:38:35.837588Z,0.002815
fapiis.gov,fapiis.gov,True,,2018-04-28T06:38:36.040884Z,2018-04-28T06:38:36.041016Z,0.000132
faq.gov,faq.gov,False,,2018-04-28T06:38:36.041199Z,2018-04-28T06:38:36.04134Z,0.000141
fara.gov,fara.gov,True,,2018-04-28T06:38:35.793075Z,2018-04-28T06:38:35.797181Z,0.004106
farmers.gov,farmers.gov,True,,2018-04-28T06:38:36.159223Z,2018-04-28T06:38:36.161257Z,0.002034
fasab.gov,fasab.gov,False,,2018-04-28T06:38:36.243762Z,2018-04-28T06:38:36.246246Z,0.002484
fatherhood.gov,fatherhood.gov,False,,2018-04-28T06:38:35.718391Z,2018-04-28T06:38:35.718521Z,0.000130
fbi.gov,fbi.gov,False,,2018-04-28T06:38:35.795792Z,2018-04-28T06:38:35.798141Z,0.002349
fbiic.gov,fbiic.gov,False,,2018-04-28T06:38:35.999799Z,2018-04-28T06:38:35.999937Z,0.000138
fbijobs.gov,fbijobs.gov,False,,2018-04-28T06:38:35.794172Z,2018-04-28T06:38:35.79615Z,0.001978
fbo.gov,fbo.gov,True,,2018-04-28T06:38:36.044621Z,2018-04-28T06:38:36.044744Z,0.000123
fca.gov,fca.gov,False,,2018-04-28T06:38:35.985398Z,2018-04-28T06:38:35.988386Z,0.002988
fcc.gov,fcc.gov,False,,2018-04-28T06:38:35.991659Z,2018-04-28T06:38:35.991789Z,0.000130
fccuniversity.gov,fccuniversity.gov,False,,2018-04-28T06:38:35.99008Z,2018-04-28T06:38:35.99393Z,0.003850
fcg.gov,fcg.gov,False,,2018-04-28T06:38:35.856795Z,2018-04-28T06:38:35.857972Z,0.001177
fcic.gov,fcic.gov,False,,2018-04-28T06:38:36.099176Z,2018-04-28T06:38:36.10052Z,0.001344
fcsic.gov,fcsic.gov,False,,2018-04-28T06:38:35.985666Z,2018-04-28T06:38:35.986053Z,0.000387
fda.gov,fda.gov,True,,2018-04-28T06:38:35.713347Z,2018-04-28T06:38:35.713468Z,0.000121
fdic.gov,fdic.gov,True,,2018-04-28T06:38:35.993613Z,2018-04-28T06:38:35.993738Z,0.000125
fdicconnect.gov,fdicconnect.gov,False,,2018-04-28T06:38:35.992929Z,2018-04-28T06:38:35.993069Z,0.000140
fdicig.gov,fdicig.gov,True,,2018-04-28T06:38:35.994877Z,2018-04-28T06:38:35.994997Z,0.000120
fdicoig.gov,fdicoig.gov,True,,2018-04-28T06:38:35.997212Z,2018-04-28T06:38:35.997346Z,0.000134
fdicseguro.gov,fdicseguro.gov,False,,2018-04-28T06:38:35.994068Z,2018-04-28T06:38:35.994201Z,0.000133
fdlp.gov,fdlp.gov,False,,2018-04-28T06:38:36.21443Z,2018-04-28T06:38:36.214561Z,0.000131
fdms.gov,fdms.gov,False,,2018-04-28T06:38:35.969159Z,2018-04-28T06:38:35.970945Z,0.001786
fdsys.gov,fdsys.gov,False,,2018-04-28T06:38:36.210776Z,2018-04-28T06:38:36.210907Z,0.000131
fea.gov,fea.gov,True,,2018-04-28T06:38:35.60361Z,2018-04-28T06:38:35.603736Z,0.000126
feb.gov,feb.gov,True,,2018-04-28T06:38:36.122138Z,2018-04-28T06:38:36.124534Z,0.002396
fec.gov,fec.gov,True,,2018-04-28T06:38:35.999276Z,2018-04-28T06:38:36.002114Z,0.002838
fed.us,fed.us,False,,2018-04-28T06:38:36.042432Z,2018-04-28T06:38:36.042564Z,0.000132
fedbizopps.gov,fedbizopps.gov,False,,2018-04-28T06:38:36.046666Z,2018-04-28T06:38:36.046799Z,0.000133
fedcenter.gov,fedcenter.gov,True,,2018-04-28T06:38:35.967868Z,2018-04-28T06:38:35.967995Z,0.000127
federalcourts.gov,federalcourts.gov,False,,2018-04-28T06:38:36.197274Z,2018-04-28T06:38:36.198617Z,0.001343
federalinvestments.gov,federalinvestments.gov,True,,2018-04-28T06:38:35.894476Z,2018-04-28T06:38:35.896163Z,0.001687
federaljobs.gov,federaljobs.gov,False,,2018-04-28T06:38:36.12223Z,2018-04-28T06:38:36.125018Z,0.002788
federalprobation.gov,federalprobation.gov,False,,2018-04-28T06:38:36.197665Z,2018-04-28T06:38:36.201568Z,0.003903
federalregister.gov,federalregister.gov,False,,2018-04-28T06:38:36.211682Z,2018-04-28T06:38:36.211956Z,0.000274
federalreserve.gov,federalreserve.gov,False,,2018-04-28T06:38:36.003321Z,2018-04-28T06:38:36.003458Z,0.000137
federalreserve100.gov,federalreserve100.gov,False,,2018-04-28T06:38:36.005516Z,2018-04-28T06:38:36.005641Z,0.000125
federalreserve2013.gov,federalreserve2013.gov,False,,2018-04-28T06:38:36.003917Z,2018-04-28T06:38:36.004049Z,0.000132
federalreserveconsumerhelp.gov,federalreserveconsumerhelp.gov,False,,2018-04-28T06:38:36.006259Z,2018-04-28T06:38:36.007379Z,0.001120
federalrules.gov,federalrules.gov,False,,2018-04-28T06:38:36.198083Z,2018-04-28T06:38:36.19988Z,0.001797
federalspending.gov,federalspending.gov,False,,2018-04-28T06:38:35.897209Z,2018-04-28T06:38:35.897345Z,0.000136
fedidcard.gov,fedidcard.gov,True,,2018-04-28T06:38:36.043102Z,2018-04-28T06:38:36.043226Z,0.000124
fedinfo.gov,fedinfo.gov,False,,2018-04-28T06:38:36.044012Z,2018-04-28T06:38:36.046288Z,0.002276
fedinvest.gov,fedinvest.gov,True,,2018-04-28T06:38:35.898103Z,2018-04-28T06:38:35.899321Z,0.001218
fedjobs.gov,fedjobs.gov,False,,2018-04-28T06:38:36.122326Z,2018-04-28T06:38:36.125379Z,0.003053
fedpartnership.gov,fedpartnership.gov,False,,2018-04-28T06:38:36.004656Z,2018-04-28T06:38:36.004789Z,0.000133
fedramp.gov,fedramp.gov,True,,2018-04-28T06:38:36.048127Z,2018-04-28T06:38:36.050745Z,0.002618
fedreg.gov,fedreg.gov,False,,2018-04-28T06:38:36.213908Z,2018-04-28T06:38:36.214044Z,0.000136
fedrooms.gov,fedrooms.gov,False,,2018-04-28T06:38:36.045241Z,2018-04-28T06:38:36.045368Z,0.000127
fedshirevets.gov,fedshirevets.gov,True,,2018-04-28T06:38:36.122418Z,2018-04-28T06:38:36.125598Z,0.003180
feedthefuture.gov,feedthefuture.gov,True,,2018-04-28T06:38:36.146656Z,2018-04-28T06:38:36.149529Z,0.002873
fegli.gov,fegli.gov,False,,2018-04-28T06:38:36.122509Z,2018-04-28T06:38:36.125718Z,0.003209
fema.gov,fema.gov,True,,2018-04-28T06:38:35.766651Z,2018-04-28T06:38:35.766781Z,0.000130
ferc.gov,ferc.gov,True,,2018-04-28T06:38:35.995959Z,2018-04-28T06:38:35.996088Z,0.000129
fercalt.gov,fercalt.gov,False,,2018-04-28T06:38:35.99918Z,2018-04-28T06:38:36.001854Z,0.002674
ffb.gov,ffb.gov,True,,2018-04-28T06:38:35.897965Z,2018-04-28T06:38:35.899135Z,0.001170
ffiec.gov,ffiec.gov,False,,2018-04-28T06:38:36.006766Z,2018-04-28T06:38:36.00832Z,0.001554
fgdc.gov,fgdc.gov,False,,2018-04-28T06:38:35.854837Z,2018-04-28T06:38:35.854973Z,0.000136
fha.gov,fha.gov,False,,2018-04-28T06:38:35.775128Z,2018-04-28T06:38:35.779412Z,0.004284
fhfa.gov,fhfa.gov,True,,2018-04-28T06:38:35.997491Z,2018-04-28T06:38:35.997622Z,0.000131
fhfaoig.gov,fhfaoig.gov,True,,2018-04-28T06:38:35.998863Z,2018-04-28T06:38:36.000402Z,0.001539
financialresearch.gov,financialresearch.gov,True,,2018-04-28T06:38:35.898808Z,2018-04-28T06:38:35.901748Z,0.002940
financialstability.gov,financialstability.gov,False,,2018-04-28T06:38:35.89841Z,2018-04-28T06:38:35.903052Z,0.004642
fincen.gov,fincen.gov,False,,2018-04-28T06:38:35.898514Z,2018-04-28T06:38:35.89995Z,0.001436
firecode.gov,firecode.gov,False,,2018-04-28T06:38:35.857011Z,2018-04-28T06:38:35.85888Z,0.001869
fireleadership.gov,fireleadership.gov,False,,2018-04-28T06:38:35.855197Z,2018-04-28T06:38:35.855324Z,0.000127
firenet.gov,firenet.gov,False,,2018-04-28T06:38:35.85711Z,2018-04-28T06:38:35.859307Z,0.002197
firescience.gov,firescience.gov,False,,2018-04-28T06:38:35.855741Z,2018-04-28T06:38:35.855868Z,0.000127
firstfreedom.gov,firstfreedom.gov,False,,2018-04-28T06:38:35.796276Z,2018-04-28T06:38:35.796407Z,0.000131
firstgov.gov,firstgov.gov,False,,2018-04-28T06:38:36.047624Z,2018-04-28T06:38:36.049258Z,0.001634
firstnet.gov,firstnet.gov,False,,2018-04-28T06:38:35.614852Z,2018-04-28T06:38:35.620776Z,0.005924
firstresponder.gov,firstresponder.gov,False,,2018-04-28T06:38:35.763366Z,2018-04-28T06:38:35.765252Z,0.001886
firstrespondertraining.gov,firstrespondertraining.gov,True,,2018-04-28T06:38:35.763472Z,2018-04-28T06:38:35.763598Z,0.000126
fishwatch.gov,fishwatch.gov,True,,2018-04-28T06:38:35.615012Z,2018-04-28T06:38:35.615133Z,0.000121
fitness.gov,fitness.gov,False,,2018-04-28T06:38:35.713904Z,2018-04-28T06:38:35.714047Z,0.000143
fjc.gov,fjc.gov,False,,2018-04-28T06:38:36.198283Z,2018-04-28T06:38:36.200559Z,0.002276
fleta.gov,fleta.gov,True,,2018-04-28T06:38:35.76373Z,2018-04-28T06:38:35.76561Z,0.001880
fletc.gov,fletc.gov,True,,2018-04-28T06:38:35.764069Z,2018-04-28T06:38:35.764193Z,0.000124
flightschoolcandidates.gov,flightschoolcandidates.gov,False,,2018-04-28T06:38:35.764328Z,2018-04-28T06:38:35.76794Z,0.003612
floodsmart.gov,floodsmart.gov,True,,2018-04-28T06:38:35.764713Z,2018-04-28T06:38:35.764836Z,0.000123
flra.gov,flra.gov,True,,2018-04-28T06:38:35.998978Z,2018-04-28T06:38:36.000835Z,0.001857
flu.gov,flu.gov,False,,2018-04-28T06:38:35.715675Z,2018-04-28T06:38:35.716191Z,0.000516
fmc.gov,fmc.gov,True,,2018-04-28T06:38:35.999081Z,2018-04-28T06:38:36.001292Z,0.002211
fmcs.gov,fmcs.gov,False,,2018-04-28T06:38:35.999369Z,2018-04-28T06:38:36.002959Z,0.003590
fmi.gov,fmi.gov,True,,2018-04-28T06:38:36.047216Z,2018-04-28T06:38:36.048357Z,0.001141
fmshrc.gov,fmshrc.gov,False,,2018-04-28T06:38:35.999482Z,2018-04-28T06:38:36.003142Z,0.003660
fnal.gov,fnal.gov,False,,2018-04-28T06:38:35.673535Z,2018-04-28T06:38:35.674768Z,0.001233
foia.gov,foia.gov,True,,2018-04-28T06:38:35.794968Z,2018-04-28T06:38:35.797001Z,0.002033
foiaonline.gov,foiaonline.gov,False,,2018-04-28T06:38:35.968644Z,2018-04-28T06:38:35.969794Z,0.001150
foodsafety.gov,foodsafety.gov,True,,2018-04-28T06:38:35.714448Z,2018-04-28T06:38:35.721579Z,0.007131
foodsafetyjobs.gov,foodsafetyjobs.gov,False,,2018-04-28T06:38:36.159494Z,2018-04-28T06:38:36.159623Z,0.000129
fordlibrarymuseum.gov,fordlibrarymuseum.gov,True,,2018-04-28T06:38:36.094292Z,2018-04-28T06:38:36.094415Z,0.000123
foreignassistance.gov,foreignassistance.gov,True,,2018-04-28T06:38:35.838057Z,2018-04-28T06:38:35.842195Z,0.004138
forestsandrangelands.gov,forestsandrangelands.gov,True,,2018-04-28T06:38:36.159999Z,2018-04-28T06:38:36.16245Z,0.002451
forfeiture.gov,forfeiture.gov,True,,2018-04-28T06:38:35.795074Z,2018-04-28T06:38:35.795201Z,0.000127
forms.gov,forms.gov,False,,2018-04-28T06:38:36.047517Z,2018-04-28T06:38:36.051906Z,0.004389
fpc.gov,fpc.gov,True,,2018-04-28T06:38:36.047729Z,2018-04-28T06:38:36.049644Z,0.001915
fpds.gov,fpds.gov,True,,2018-04-28T06:38:36.047829Z,2018-04-28T06:38:36.049871Z,0.002042
