Domain,Details,Entity,Live?,Redirect?,HTTPS?,Force HTTPS?,HSTS?,HSTS Header
energycodes.gov,Federal Agency,Department of Energy,true,,true,false,false,
energyplus.gov,Federal Agency,Department of Energy,true,eere.energy.gov,false,false,false,
energysaver.gov,Federal Agency,Department of Energy,true,energy.gov,false,false,false,
energysavers.gov,Federal Agency,Department of Energy,true,energy.gov,false,false,false,
fnal.gov,Federal Agency,Department of Energy,true,,true,false,false,
fueleconomy.gov,Federal Agency,Department of Energy,true,,false,false,false,
hanford.gov,Federal Agency,Department of Energy,true,,false,false,false,
highperformancebuildings.gov,Federal Agency,Department of Energy,true,eere.energy.gov,false,false,false,
homeenergyscore.gov,Federal Agency,Department of Energy,true,www1.eere.energy.gov,false,false,false,
hydrogen.gov,Federal Agency,Department of Energy,true,,false,false,false,
inel.gov,Federal Agency,Department of Energy,true,,false,false,false,
inl.gov,Federal Agency,Department of Energy,true,,false,false,false,
iscience.gov,Federal Agency,Department of Energy,false,,false,false,false,
isotope.gov,Federal Agency,Department of Energy,true,,true,true,false,
isotopes.gov,Federal Agency,Department of Energy,true,,true,true,false,
kapl.gov,Federal Agency,Department of Energy,false,,false,false,false,
lanl.gov,Federal Agency,Department of Energy,true,,true,false,false,
lbl.gov,Federal Agency,Department of Energy,true,,true,false,false,
llnl.gov,Federal Agency,Department of Energy,true,,true,true,false,
nccrc.gov,Federal Agency,Department of Energy,true,,false,false,false,
nccs.gov,Federal Agency,Department of Energy,true,www.olcf.ornl.gov,false,false,false,
ncrc.gov,Federal Agency,Department of Energy,true,,true,false,false,
nersc.gov,Federal Agency,Department of Energy,true,,true,false,false,
neup.gov,Federal Agency,Department of Energy,true,inlportal.inl.gov,false,false,false,
nrel.gov,Federal Agency,Department of Energy,true,,true,false,false,
nrelhub.gov,Federal Agency,Department of Energy,false,,false,false,false,
ntrc.gov,Federal Agency,Department of Energy,true,,false,false,false,
nuclear.gov,Federal Agency,Department of Energy,true,energy.gov,false,false,false,
orau.gov,Federal Agency,Department of Energy,true,orise.orau.gov,true,false,false,
ornl.gov,Federal Agency,Department of Energy,true,,true,false,false,
osti.gov,Federal Agency,Department of Energy,true,,true,false,false,
pnl.gov,Federal Agency,Department of Energy,true,,true,false,false,
pnnl.gov,Federal Agency,Department of Energy,true,,true,false,false,
rl.gov,Federal Agency,Department of Energy,false,,false,false,false,
salmonrecovery.gov,Federal Agency,Department of Energy,true,,true,false,false,
sandia.gov,Federal Agency,Department of Energy,false,,false,false,false,
scidac.gov,Federal Agency,Department of Energy,true,,false,false,false,
science.gov,Federal Agency,Department of Energy,true,,true,false,false,
scienceaccelerator.gov,Federal Agency,Department of Energy,true,www.osti.gov,false,false,false,
scienceeducation.gov,Federal Agency,Department of Energy,true,,false,false,false,
smartgrid.gov,Federal Agency,Department of Energy,true,,true,true,false,
sns.gov,Federal Agency,Department of Energy,true,,false,false,false,
solardecathlon.gov,Federal Agency,Department of Energy,true,,false,false,false,
srs.gov,Federal Agency,Department of Energy,true,,false,false,false,
swpa.gov,Federal Agency,Department of Energy,true,,false,false,false,
unnpp.gov,Federal Agency,Department of Energy,false,,false,false,false,
unrpnet.gov,Federal Agency,Department of Energy,false,,false,false,false,
uschinacerc.gov,Federal Agency,Department of Energy,false,,false,false,false,
wapa.gov,Federal Agency,Department of Energy,true,ww2.wapa.gov,false,false,false,
windpoweringamerica.gov,Federal Agency,Department of Energy,true,,false,false,false,
ymp.gov,Federal Agency,Department of Energy,true,,false,false,false,
acf.gov,Federal Agency,Department of Health And Human Services,true,www.acf.hhs.gov,false,false,false,
acl.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
afterschool.gov,Federal Agency,Department of Health And Human Services,true,findyouthinfo.gov,false,false,false,
agingstats.gov,Federal Agency,Department of Health And Human Services,true,agingstats.gov,false,false,false,
ahcpr.gov,Federal Agency,Department of Health And Human Services,true,www.ahrq.gov,false,false,false,
ahrq.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
aids.gov,Federal Agency,Department of Health And Human Services,true,,true,true,true,max-age=31536000; includeSubDomains; preload
alzheimers.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
aoa.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
bam.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
bestbonesforever.gov,Federal Agency,Department of Health And Human Services,true,bestbonesforever.org,false,false,false,
betobaccofree.gov,Federal Agency,Department of Health And Human Services,true,betobaccofree.hhs.gov,false,false,false,
bioethics.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
biosecurityboard.gov,Federal Agency,Department of Health And Human Services,false,,false,false,false,
cancer.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
cancernet.gov,Federal Agency,Department of Health And Human Services,true,www.cancer.gov,false,false,false,
cdc.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
childwelfare.gov,Federal Agency,Department of Health And Human Services,false,,false,false,false,
clinicaltrial.gov,Federal Agency,Department of Health And Human Services,false,,false,false,false,
clinicaltrials.gov,Federal Agency,Department of Health And Human Services,true,,true,true,false,
clubdrugs.gov,Federal Agency,Department of Health And Human Services,true,www.drugabuse.gov,false,false,false,
cms.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
collegedrinkingprevention.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
cuidadodesalud.gov,Federal Agency,Department of Health And Human Services,true,,true,true,false,
dhhs.gov,Federal Agency,Department of Health And Human Services,true,www.hhs.gov,false,false,false,
diabetescommittee.gov,Federal Agency,Department of Health And Human Services,true,www.niddk.nih.gov,false,false,false,
docline.gov,Federal Agency,Department of Health And Human Services,true,,true,true,false,
drugabuse.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
drugfreeworkplace.gov,Federal Agency,Department of Health And Human Services,false,,false,false,false,
edison.gov,Federal Agency,Department of Health And Human Services,true,s-edison.info.nih.gov,false,false,false,
eldercare.gov,Federal Agency,Department of Health And Human Services,true,eldercare.net,false,false,false,
endingthedocumentgame.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
errp.gov,Federal Agency,Department of Health And Human Services,true,cms.gov,false,false,false,
fatherhood.gov,Federal Agency,Department of Health And Human Services,true,,true,true,false,
fda.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
findyouthinfo.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
fitness.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
flu.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
foodsafety.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
fruitsandveggiesmatter.gov,Federal Agency,Department of Health And Human Services,true,www.cdc.gov,false,false,false,
genbank.gov,Federal Agency,Department of Health And Human Services,true,ncbi.nlm.nih.gov,false,false,false,
genome.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
girlshealth.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
globalhealth.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
grants.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
grantsolutions.gov,Federal Agency,Department of Health And Human Services,true,,true,true,false,
guideline.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
guidelines.gov,Federal Agency,Department of Health And Human Services,true,www.guideline.gov,false,false,false,
hcqualitycommission.gov,Federal Agency,Department of Health And Human Services,true,archive.ahrq.gov,false,false,false,
health.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
healthcare.gov,Federal Agency,Department of Health And Human Services,true,,true,true,true,max-age=31536000
healthdata.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
healthfinder.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
healthindicators.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
healthit.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
healthreform.gov,Federal Agency,Department of Health And Human Services,true,web.archive.org,false,false,false,
healthypeople.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
hearttruth.gov,Federal Agency,Department of Health And Human Services,true,www.nhlbi.nih.gov,false,false,false,
hhs.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
hhsoig.gov,Federal Agency,Department of Health And Human Services,false,,false,false,false,
hhsops.gov,Federal Agency,Department of Health And Human Services,false,,false,false,false,
hiv.gov,Federal Agency,Department of Health And Human Services,true,www.aids.gov,false,false,true,max-age=31536000; includeSubDomains; preload
hrsa.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
iedison.gov,Federal Agency,Department of Health And Human Services,true,s-edison.info.nih.gov,false,false,false,
ihs.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
insurekidsnow.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
locatorplus.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
longtermcare.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
medicaid.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
medicalcountermeasures.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
medicalreservecorps.gov,Federal Agency,Department of Health And Human Services,true,,true,true,false,
medicare.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
medline.gov,Federal Agency,Department of Health And Human Services,true,ncbi.nlm.nih.gov,false,false,false,
medlineplus.gov,Federal Agency,Department of Health And Human Services,true,www.nlm.nih.gov,false,false,false,
mentalhealth.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
mesh.gov,Federal Agency,Department of Health And Human Services,true,nlm.nih.gov,false,false,false,
mimedicare.gov,Federal Agency,Department of Health And Human Services,false,,false,false,false,
mymedicare.gov,Federal Agency,Department of Health And Human Services,true,,true,true,false,
nationalchildrensstudy.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
ncifcrf.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
ngc.gov,Federal Agency,Department of Health And Human Services,true,www.guideline.gov,false,false,false,
nih.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
nihseniorhealth.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
niosh.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
nlm.gov,Federal Agency,Department of Health And Human Services,true,www.nlm.nih.gov,false,false,false,
nnlm.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
organdonor.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
pandemicflu.gov,Federal Agency,Department of Health And Human Services,true,www.flu.gov,false,false,false,
paperworkreduction.gov,Federal Agency,Department of Health And Human Services,true,www.h311.net,false,false,false,
pcip.gov,Federal Agency,Department of Health And Human Services,true,cms.gov,false,false,false,
phe.gov,Federal Agency,Department of Health And Human Services,true,phe.gov,false,false,false,
psc.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
pubmed.gov,Federal Agency,Department of Health And Human Services,true,misuse.ncbi.nlm.nih.gov,true,false,false,
pubmedcentral.gov,Federal Agency,Department of Health And Human Services,true,pubmedcentral.nih.gov,false,false,false,
quic.gov,Federal Agency,Department of Health And Human Services,true,archive.ahrq.gov,false,false,false,
quick.gov,Federal Agency,Department of Health And Human Services,false,,false,false,false,
recoverymonth.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
safeyouth.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
samhsa.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
selectagents.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
smokefree.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
steroidabuse.gov,Federal Agency,Department of Health And Human Services,true,www.drugabuse.gov,false,false,false,
stopalcoholabuse.gov,Federal Agency,Department of Health And Human Services,true,,true,false,false,
stopbullying.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
stopmedicarefraud.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
surgeongeneral.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
thecoolspot.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
therealcost.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
tissueengineering.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
tobacco.gov,Federal Agency,Department of Health And Human Services,true,betobaccofree.hhs.gov,false,false,false,
usability.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
usbm.gov,Federal Agency,Department of Health And Human Services,false,,false,false,false,
usphs.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
vaccines.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
whaging.gov,Federal Agency,Department of Health And Human Services,false,,false,false,false,
whitehouseconferenceonaging.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
womenshealth.gov,Federal Agency,Department of Health And Human Services,true,,false,false,false,
biometrics.gov,Federal Agency,Department of Homeland Security,true,,false,false,false,
citizencorps.gov,Federal Agency,Department of Homeland Security,true,www.ready.gov,true,false,false,
cpnireporting.gov,Federal Agency,Department of Homeland Security,false,,false,false,false,
dhs.gov,Federal Agency,Department of Homeland Security,true,,true,false,false,
disasterassistance.gov,Federal Agency,Department of Homeland Security,true,,true,false,false,
fema.gov,Federal Agency,Department of Homeland Security,true,,true,false,false,
fero.gov,Federal Agency,Department of Homeland Security,false,,false,false,false,
firstresponder.gov,Federal Agency,Department of Homeland Security,true,,false,false,false,
firstrespondertraining.gov,Federal Agency,Department of Homeland Security,true,,true,true,false,
fleta.gov,Federal Agency,Department of Homeland Security,true,,true,false,false,
fletc.gov,Federal Agency,Department of Homeland Security,true,,true,true,false,
flightschoolcandidates.gov,Federal Agency,Department of Homeland Security,true,,true,true,false,
floodsmart.gov,Federal Agency,Department of Homeland Security,true,,true,true,false,
homelandsecurity.gov,Federal Agency,Department of Homeland Security,true,www.dhs.gov,false,false,false,
ice.gov,Federal Agency,Department of Homeland Security,true,,true,false,false,
iprcenter.gov,Federal Agency,Department of Homeland Security,true,,false,false,false,
listo.gov,Federal Agency,Department of Homeland Security,true,www.ready.gov,false,false,false,
llis.gov,Federal Agency,Department of Homeland Security,false,llis.dhs.gov,false,false,false,
nmsc.gov,Federal Agency,Department of Homeland Security,true,,true,false,false,
ready.gov,Federal Agency,Department of Homeland Security,true,,false,false,false,
readybusiness.gov,Federal Agency,Department of Homeland Security,true,www.ready.gov,false,false,false,
safecomprogram.gov,Federal Agency,Department of Homeland Security,true,www.dhs.gov,false,false,false,
safetyact.gov,Federal Agency,Department of Homeland Security,false,,false,false,false,
secretservice.gov,Federal Agency,Department of Homeland Security,true,,false,false,false,
tsa.gov,Federal Agency,Department of Homeland Security,true,,true,false,false,
us-cert.gov,Federal Agency,Department of Homeland Security,true,,true,true,false,
uscg.gov,Federal Agency,Department of Homeland Security,false,,false,false,false,
uscis.gov,Federal Agency,Department of Homeland Security,true,,false,false,false,
usss.gov,Federal Agency,Department of Homeland Security,false,,false,false,false,
disasterhousing.gov,Federal Agency,Department of Housing And Urban Development,true,,false,false,false,
fha.gov,Federal Agency,Department of Housing And Urban Development,true,portal.hud.gov,false,false,false,
ginniemae.gov,Federal Agency,Department of Housing And Urban Development,true,,false,false,false,
homesales.gov,Federal Agency,Department of Housing And Urban Development,true,,false,false,false,
hud.gov,Federal Agency,Department of Housing And Urban Development,true,,false,false,false,
hudoig.gov,Federal Agency,Department of Housing And Urban Development,true,,true,false,false,
nationalhousing.gov,Federal Agency,Department of Housing And Urban Development,true,,false,false,false,
nationalhousinglocator.gov,Federal Agency,Department of Housing And Urban Development,true,,false,false,false,
nhl.gov,Federal Agency,Department of Housing And Urban Development,true,,false,false,false,
nls.gov,Federal Agency,Department of Housing And Urban Development,true,,false,false,false,
ada.gov,Federal Agency,Department of Justice,true,,false,false,false,
adr.gov,Federal Agency,Department of Justice,true,,false,false,false,
amberalert.gov,Federal Agency,Department of Justice,true,,false,false,false,
atf.gov,Federal Agency,Department of Justice,true,,true,false,false,
biometriccoe.gov,Federal Agency,Department of Justice,true,www.fbi.gov,false,false,false,
bja.gov,Federal Agency,Department of Justice,false,,false,false,false,
bjs.gov,Federal Agency,Department of Justice,true,,false,false,false,
bop.gov,Federal Agency,Department of Justice,true,,false,false,false,
crimesolutions.gov,Federal Agency,Department of Justice,true,,false,false,false,
crimevictims.gov,Federal Agency,Department of Justice,true,,false,false,false,
cybercrime.gov,Federal Agency,Department of Justice,true,www.justice.gov,false,false,false,
dea.gov,Federal Agency,Department of Justice,true,,false,false,false,
deadiversion.gov,Federal Agency,Department of Justice,false,,false,false,false,
deals.gov,Federal Agency,Department of Justice,false,,false,false,false,
dna.gov,Federal Agency,Department of Justice,true,,false,false,false,
dsac.gov,Federal Agency,Department of Justice,true,,true,true,false,
espanolforlawenforcement.gov,Federal Agency,Department of Justice,true,,false,false,false,
fara.gov,Federal Agency,Department of Justice,true,,false,false,false,
fbi.gov,Federal Agency,Department of Justice,true,,true,false,false,
fbijobs.gov,Federal Agency,Department of Justice,true,,true,true,false,
firstfreedom.gov,Federal Agency,Department of Justice,true,www.justice.gov,false,false,false,
foia.gov,Federal Agency,Department of Justice,true,,false,false,false,
forfeiture.gov,Federal Agency,Department of Justice,true,,false,false,false,
getsmartaboutdrugs.gov,Federal Agency,Department of Justice,true,,false,false,false,
helpingamericasyouth.gov,Federal Agency,Department of Justice,true,www.findyouthinfo.org,false,false,false,
ic3.gov,Federal Agency,Department of Justice,true,ic3.gov,true,false,false,
interpol.gov,Federal Agency,Department of Justice,true,www.justice.gov,false,false,false,
justice.gov,Federal Agency,Department of Justice,true,,false,false,false,
justthinktwice.gov,Federal Agency,Department of Justice,true,,false,false,false,
juvenilecouncil.gov,Federal Agency,Department of Justice,true,,false,false,false,
lep.gov,Federal Agency,Department of Justice,true,,false,false,false,
lookstoogoodtobetrue.gov,Federal Agency,Department of Justice,true,www.lookstoogoodtobetrue.com,false,false,false,
malwareinvestigator.gov,Federal Agency,Department of Justice,true,,false,false,false,
medalofvalor.gov,Federal Agency,Department of Justice,false,,false,false,false,
namus.gov,Federal Agency,Department of Justice,true,,false,false,false,
nationalgangcenter.gov,Federal Agency,Department of Justice,true,,false,false,false,
ncirc.gov,Federal Agency,Department of Justice,true,,true,true,false,
ncjrs.gov,Federal Agency,Department of Justice,true,,true,true,false,
nibin.gov,Federal Agency,Department of Justice,true,www.atf.gov,false,false,false,
nicic.gov,Federal Agency,Department of Justice,true,,false,false,false,
niem.gov,Federal Agency,Department of Justice,true,niem.gov,true,true,false,
nij.gov,Federal Agency,Department of Justice,true,,false,false,false,
nmvtis.gov,Federal Agency,Department of Justice,true,vehiclehistory.gov,false,false,false,
nsopw.gov,Federal Agency,Department of Justice,true,,false,false,false,
nvtc.gov,Federal Agency,Department of Justice,true,,false,false,false,
ojjdp.gov,Federal Agency,Department of Justice,true,,false,false,false,
ojp.gov,Federal Agency,Department of Justice,true,,false,false,false,
ovc.gov,Federal Agency,Department of Justice,true,,false,false,false,
ovcttac.gov,Federal Agency,Department of Justice,true,,true,true,false,
projectsafechildhood.gov,Federal Agency,Department of Justice,true,www.justice.gov,false,false,false,
projectsafeneighborhoods.gov,Federal Agency,Department of Justice,false,bja.gov,false,false,false,
psob.gov,Federal Agency,Department of Justice,true,,true,true,false,
rcfl.gov,Federal Agency,Department of Justice,true,,false,false,false,
reentry.gov,Federal Agency,Department of Justice,true,nationalreentryresourcecenter.org,false,false,false,
scra.gov,Federal Agency,Department of Justice,true,www.justice.gov,false,false,false,
servicemembers.gov,Federal Agency,Department of Justice,true,www.justice.gov,false,false,false,
smart.gov,Federal Agency,Department of Justice,true,,false,false,false,
stopfraud.gov,Federal Agency,Department of Justice,true,,false,false,false,
tribaljusticeandsafety.gov,Federal Agency,Department of Justice,true,www.justice.gov,false,false,false,
ucrdatatool.gov,Federal Agency,Department of Justice,true,,false,false,false,
unicor.gov,Federal Agency,Department of Justice,false,,false,false,false,
usdoj.gov,Federal Agency,Department of Justice,true,www.justice.gov,false,false,false,
userra.gov,Federal Agency,Department of Justice,true,www.justice.gov,false,false,false,
usmarshals.gov,Federal Agency,Department of Justice,true,,false,false,false,
vcf.gov,Federal Agency,Department of Justice,true,,false,false,false,
vehiclehistory.gov,Federal Agency,Department of Justice,true,,false,false,false,
americasheroesatwork.gov,Federal Agency,Department of Labor,true,www.dol.gov,false,false,false,
autocommunities.gov,Federal Agency,Department of Labor,true,,false,false,false,
benefits.gov,Federal Agency,Department of Labor,true,,false,false,false,
bls.gov,Federal Agency,Department of Labor,true,,false,false,false,
disability.gov,Federal Agency,Department of Labor,true,,true,true,false,
dol-esa.gov,Federal Agency,Department of Labor,true,,false,false,false,
dol.gov,Federal Agency,Department of Labor,true,,true,false,false,
doleta.gov,Federal Agency,Department of Labor,false,,false,false,false,
govbenefits.gov,Federal Agency,Department of Labor,true,www.benefits.gov,false,false,false,
govloans.gov,Federal Agency,Department of Labor,true,,false,false,false,
jobcorps.gov,Federal Agency,Department of Labor,true,,false,false,false,
labor.gov,Federal Agency,Department of Labor,false,,false,false,false,
msha.gov,Federal Agency,Department of Labor,true,,false,false,false,
mynextmove.gov,Federal Agency,Department of Labor,true,www.mynextmove.org,false,false,false,
osha.gov,Federal Agency,Department of Labor,true,,true,true,false,
unionreports.gov,Federal Agency,Department of Labor,true,www.dol.gov,false,false,false,
veterans.gov,Federal Agency,Department of Labor,true,www.dol.gov,false,false,false,
whistleblowers.gov,Federal Agency,Department of Labor,true,,false,false,false,
wrp.gov,Federal Agency,Department of Labor,true,,true,true,false,
youthrules.gov,Federal Agency,Department of Labor,true,,false,false,false,
america.gov,Federal Agency,Department of State,true,iipdigital.usembassy.gov,false,false,false,
civilianresponsecorps.gov,Federal Agency,Department of State,false,,false,false,false,
continentalshelf.gov,Federal Agency,Department of State,true,,false,false,false,
cwc.gov,Federal Agency,Department of State,true,,false,false,false,
ecopartnerships.gov,Federal Agency,Department of State,true,,false,false,false,
fan.gov,Federal Agency,Department of State,true,,true,true,false,
fedvte-fsi.gov,Federal Agency,Department of State,false,,false,false,false,
foreignassistance.gov,Federal Agency,Department of State,true,,false,false,false,
fsgb.gov,Federal Agency,Department of State,true,,true,false,false,
ghi.gov,Federal Agency,Department of State,true,,false,false,false,
humanrights.gov,Federal Agency,Department of State,true,,false,false,false,
iawg.gov,Federal Agency,Department of State,true,,true,false,false,
ibwc.gov,Federal Agency,Department of State,true,,false,false,false,
icass.gov,Federal Agency,Department of State,true,,true,true,false,
osac.gov,Federal Agency,Department of State,false,www.osac.gov,true,true,false,
pepfar.gov,Federal Agency,Department of State,true,,false,false,false,
state.gov,Federal Agency,Department of State,true,,false,false,false,
usconsulate.gov,Federal Agency,Department of State,true,www.usembassy.gov,false,false,false,
usembassy-mexico.gov,Federal Agency,Department of State,true,,false,false,false,
usembassy.gov,Federal Agency,Department of State,true,,false,false,false,
usint.gov,Federal Agency,Department of State,true,havana.usint.gov,false,false,false,
usmission.gov,Federal Agency,Department of State,true,www.usembassy.gov,false,false,false,
usvpp.gov,Federal Agency,Department of State,true,www.usembassy.gov,false,false,false,
abandonedmines.gov,Federal Agency,Department of the Interior,true,,false,false,false,
acwi.gov,Federal Agency,Department of the Interior,true,,false,false,false,
aff.gov,Federal Agency,Department of the Interior,true,,true,false,false,
alaskacenters.gov,Federal Agency,Department of the Interior,true,,false,false,false,
americanlatinomuseum.gov,Federal Agency,Department of the Interior,true,,false,false,false,
americasgreatoutdoors.gov,Federal Agency,Department of the Interior,true,,false,false,false,
anstaskforce.gov,Federal Agency,Department of the Interior,true,,false,false,false,
bia.gov,Federal Agency,Department of the Interior,true,,false,false,false,
bioeco.gov,Federal Agency,Department of the Interior,true,,false,false,false,
blm.gov,Federal Agency,Department of the Interior,true,,true,false,false,
blmntl.gov,Federal Agency,Department of the Interior,false,,false,false,false,
boem.gov,Federal Agency,Department of the Interior,true,,false,false,false,
boemre.gov,Federal Agency,Department of the Interior,true,,false,false,false,
bor.gov,Federal Agency,Department of the Interior,false,,false,false,false,
bsee.gov,Federal Agency,Department of the Interior,true,,false,false,false,
c3.gov,Federal Agency,Department of the Interior,true,,false,false,false,
coast2050.gov,Federal Agency,Department of the Interior,true,,false,false,false,
conservation.gov,Federal Agency,Department of the Interior,false,,false,false,false,
coralreef.gov,Federal Agency,Department of the Interior,true,,false,false,false,
cupcao.gov,Federal Agency,Department of the Interior,true,,false,false,false,
doi.gov,Federal Agency,Department of the Interior,true,,false,false,false,
doioig.gov,Federal Agency,Department of the Interior,true,,true,false,false,
earthquake.gov,Federal Agency,Department of the Interior,true,earthquake.usgs.gov,false,false,false,
evergladesrestoration.gov,Federal Agency,Department of the Interior,true,,false,false,false,
fcg.gov,Federal Agency,Department of the Interior,true,,false,false,false,
fgdc.gov,Federal Agency,Department of the Interior,true,,true,false,false,
firecode.gov,Federal Agency,Department of the Interior,true,,false,false,false,
fireleadership.gov,Federal Agency,Department of the Interior,true,,false,false,false,
firenet.gov,Federal Agency,Department of the Interior,true,,false,false,false,
firescience.gov,Federal Agency,Department of the Interior,true,,true,false,false,
frcc.gov,Federal Agency,Department of the Interior,true,,false,false,false,
fws.gov,Federal Agency,Department of the Interior,true,,true,false,false,
gcdamp.gov,Federal Agency,Department of the Interior,true,,false,false,false,
gcmrc.gov,Federal Agency,Department of the Interior,true,,false,false,false,
geocommunicator.gov,Federal Agency,Department of the Interior,true,,false,false,false,
geomac.gov,Federal Agency,Department of the Interior,true,,false,false,false,
geoplatform.gov,Federal Agency,Department of the Interior,true,,true,false,false,
iat.gov,Federal Agency,Department of the Interior,true,,true,false,false,
indianaffairs.gov,Federal Agency,Department of the Interior,true,,false,false,false,
interior.gov,Federal Agency,Department of the Interior,true,,false,false,false,
invasivespecies.gov,Federal Agency,Department of the Interior,true,,false,false,false,
jem.gov,Federal Agency,Department of the Interior,true,,true,false,false,
klamathrestoration.gov,Federal Agency,Department of the Interior,true,,false,false,false,
lacoast.gov,Federal Agency,Department of the Interior,true,,true,false,false,
landfire.gov,Federal Agency,Department of the Interior,true,,false,false,false,
landimaging.gov,Federal Agency,Department of the Interior,true,,false,false,false,
lca.gov,Federal Agency,Department of the Interior,true,,true,false,false,
lcrmscp.gov,Federal Agency,Department of the Interior,true,,false,false,false,
lmvsci.gov,Federal Agency,Department of the Interior,true,,false,false,false,
lowermississippivalleyscience.gov,Federal Agency,Department of the Interior,true,,false,false,false,
mapaplanet.gov,Federal Agency,Department of the Interior,true,,false,false,false,
marine.gov,Federal Agency,Department of the Interior,true,,false,false,false,
mitigationcommission.gov,Federal Agency,Department of the Interior,true,,false,false,false,
mms.gov,Federal Agency,Department of the Interior,true,,false,false,false,
mrgo.gov,Federal Agency,Department of the Interior,true,www.mvn.usace.army.mil,true,false,false,
mrlc.gov,Federal Agency,Department of the Interior,true,,false,false,false,
nationalatlas.gov,Federal Agency,Department of the Interior,true,nationalmap.gov,false,false,false,
nationalmap.gov,Federal Agency,Department of the Interior,true,,false,false,false,
nbc.gov,Federal Agency,Department of the Interior,true,,true,false,false,
ndep.gov,Federal Agency,Department of the Interior,true,,false,false,false,
ndop.gov,Federal Agency,Department of the Interior,true,,false,false,false,
nemi.gov,Federal Agency,Department of the Interior,true,,true,true,false,
nfpors.gov,Federal Agency,Department of the Interior,true,,true,true,false,
nifc.gov,Federal Agency,Department of the Interior,true,,false,false,false,
niftt.gov,Federal Agency,Department of the Interior,true,,false,false,false,
nolaenvironmental.gov,Federal Agency,Department of the Interior,true,,true,false,false,
nps.gov,Federal Agency,Department of the Interior,true,nps.gov,false,false,false,
onhir.gov,Federal Agency,Department of the Interior,true,,false,false,false,
onrr.gov,Federal Agency,Department of the Interior,true,,false,false,false,
osm.gov,Federal Agency,Department of the Interior,true,www.osmre.gov,false,false,false,
osmre.gov,Federal Agency,Department of the Interior,true,,false,false,false,
