Domain,Details,Entity,Live?,Redirect?,HTTPS?,Force HTTPS?,HSTS?,HSTS Header
prescott-az.gov,City,Non-Federal Agency,true,,false,false,false,
prescottvalley-az.gov,City,Non-Federal Agency,true,,false,false,false,
presqueislemaine.gov,City,Non-Federal Agency,true,,false,false,false,
priestriver-id.gov,City,Non-Federal Agency,true,,false,false,false,
princetonnj.gov,City,Non-Federal Agency,true,,false,false,false,
princetontx.gov,City,Non-Federal Agency,true,,false,false,false,
proctormn.gov,City,Non-Federal Agency,true,,false,false,false,
prospertx.gov,City,Non-Federal Agency,true,,false,false,false,
providenceri.gov,City,Non-Federal Agency,true,data.providenceri.gov,false,false,false,
purcellvilleva.gov,City,Non-Federal Agency,true,,false,false,false,
quakertown-pa.gov,City,Non-Federal Agency,false,,false,false,false,
quincyil.gov,City,Non-Federal Agency,true,,false,false,false,
quincyma.gov,City,Non-Federal Agency,true,,false,false,false,
raleighnc.gov,City,Non-Federal Agency,true,,true,false,false,
ranchomirageca.gov,City,Non-Federal Agency,true,,false,false,false,
randolph-ma.gov,City,Non-Federal Agency,true,,false,false,false,
randolphtownshipohio.gov,City,Non-Federal Agency,true,,false,false,false,
rangely-co.gov,City,Non-Federal Agency,true,www.rangely.com,false,false,false,
ratonnm.gov,City,Non-Federal Agency,true,,false,false,false,
raycityga.gov,City,Non-Federal Agency,true,,false,false,false,
raymondnh.gov,City,Non-Federal Agency,true,,false,false,false,
readingma.gov,City,Non-Federal Agency,true,,false,false,false,
readingpa.gov,City,Non-Federal Agency,true,,false,false,false,
readyhoustontx.gov,City,Non-Federal Agency,true,,false,false,false,
readysouthtexas.gov,City,Non-Federal Agency,true,,false,false,false,
readyspringfieldil.gov,City,Non-Federal Agency,false,,false,false,false,
redbanktn.gov,City,Non-Federal Agency,true,,false,false,false,
redbay-al.gov,City,Non-Federal Agency,true,,false,false,false,
redmond.gov,City,Non-Federal Agency,false,,false,false,false,
remington-va.gov,City,Non-Federal Agency,true,,false,false,false,
rensselaerny.gov,City,Non-Federal Agency,true,,false,false,false,
rheacountytn.gov,City,Non-Federal Agency,true,,false,false,false,
rhinebeck-ny.gov,City,Non-Federal Agency,true,,false,false,false,
ricetx.gov,City,Non-Federal Agency,true,,false,false,false,
richfieldwi.gov,City,Non-Federal Agency,true,,false,false,false,
richlands-va.gov,City,Non-Federal Agency,true,,false,false,false,
richlandsnc.gov,City,Non-Federal Agency,true,,false,false,false,
richmond-va.gov,City,Non-Federal Agency,false,,false,false,false,
richmondhill-ga.gov,City,Non-Federal Agency,true,,false,false,false,
richmondindiana.gov,City,Non-Federal Agency,true,,false,false,false,
richmondtx.gov,City,Non-Federal Agency,true,,false,false,false,
richmondva.gov,City,Non-Federal Agency,true,,false,false,false,
richmondvt.gov,City,Non-Federal Agency,true,,false,false,false,
richwoodtx.gov,City,Non-Federal Agency,true,,false,false,false,
richwoodwv.gov,City,Non-Federal Agency,true,,false,false,false,
ridgecrest-ca.gov,City,Non-Federal Agency,true,,true,false,false,
ridgefieldnj.gov,City,Non-Federal Agency,true,,false,false,false,
ridgelandsc.gov,City,Non-Federal Agency,true,,false,false,false,
ritzville-wa.gov,City,Non-Federal Agency,false,,false,false,false,
riverdalega.gov,City,Non-Federal Agency,true,,false,false,false,
riverdalenj.gov,City,Non-Federal Agency,true,,false,false,false,
riverdaleparkmd.gov,City,Non-Federal Agency,true,riverdaleparkmd.info,false,false,false,
riverside-ga.gov,City,Non-Federal Agency,true,,false,false,false,
riversideca.gov,City,Non-Federal Agency,true,,true,false,false,
roamingshoresoh.gov,City,Non-Federal Agency,true,,false,false,false,
roanokeva.gov,City,Non-Federal Agency,true,,false,false,false,
rockford-il.gov,City,Non-Federal Agency,false,,false,false,false,
rockfordil.gov,City,Non-Federal Agency,true,,false,false,false,
rockhallmd.gov,City,Non-Federal Agency,true,,false,false,false,
rockland-ma.gov,City,Non-Federal Agency,true,,false,false,false,
rockmart-ga.gov,City,Non-Federal Agency,true,,false,false,false,
rockportma.gov,City,Non-Federal Agency,false,,false,false,false,
rockportmaine.gov,City,Non-Federal Agency,true,www.town.rockport.me.us,false,false,false,
rockville-in.gov,City,Non-Federal Agency,true,,false,false,false,
rockvillemd.gov,City,Non-Federal Agency,true,,false,false,false,
rockwellnc.gov,City,Non-Federal Agency,true,,false,false,false,
rockyhill-nj.gov,City,Non-Federal Agency,true,,false,false,false,
rockyhillct.gov,City,Non-Federal Agency,true,,false,false,false,
rockymountnc.gov,City,Non-Federal Agency,true,,false,false,false,
rockymountva.gov,City,Non-Federal Agency,true,,false,false,false,
rogersar.gov,City,Non-Federal Agency,true,,false,false,false,
rolesvillenc.gov,City,Non-Federal Agency,true,,false,false,false,
rollinghillsestates-ca.gov,City,Non-Federal Agency,true,,false,false,false,
rollinghillsestatesca.gov,City,Non-Federal Agency,true,,false,false,false,
rome-ny.gov,City,Non-Federal Agency,true,,false,false,false,
romulus-mi.gov,City,Non-Federal Agency,true,,false,false,false,
roseville-mi.gov,City,Non-Federal Agency,true,,false,false,false,
roslynny.gov,City,Non-Federal Agency,true,,false,false,false,
roswell-nm.gov,City,Non-Federal Agency,true,,false,false,false,
roundrocktexas.gov,City,Non-Federal Agency,true,,true,false,false,
rowe-ma.gov,City,Non-Federal Agency,true,,false,false,false,
rowletttx.gov,City,Non-Federal Agency,true,,false,false,false,
roxbury-ct.gov,City,Non-Federal Agency,true,,false,false,false,
royalston-ma.gov,City,Non-Federal Agency,true,,false,false,false,
rpvca.gov,City,Non-Federal Agency,true,,false,false,false,
ruidoso-nm.gov,City,Non-Federal Agency,true,,false,false,false,
rumsonnj.gov,City,Non-Federal Agency,true,,false,false,false,
russellspoint-oh.gov,City,Non-Federal Agency,true,,false,false,false,
ryeny.gov,City,Non-Federal Agency,true,,false,false,false,
sacketsharbor-ny.gov,City,Non-Federal Agency,true,,false,false,false,
saddlebrooknj.gov,City,Non-Federal Agency,true,,false,false,false,
saddlerockny.gov,City,Non-Federal Agency,true,,false,false,false,
saffordaz.gov,City,Non-Federal Agency,false,,false,false,false,
sagharborny.gov,City,Non-Federal Agency,true,,false,false,false,
sahuaritaaz.gov,City,Non-Federal Agency,true,,false,false,false,
saintpetermn.gov,City,Non-Federal Agency,true,,false,false,false,
saladotx.gov,City,Non-Federal Agency,true,,false,false,false,
salemct.gov,City,Non-Federal Agency,true,,false,false,false,
salemva.gov,City,Non-Federal Agency,true,,true,false,false,
salisburyma.gov,City,Non-Federal Agency,true,,false,false,false,
salisburync.gov,City,Non-Federal Agency,true,,false,false,false,
saltlakecity-ut.gov,City,Non-Federal Agency,false,,false,false,false,
sammamishwa.gov,City,Non-Federal Agency,true,,false,false,false,
sanantonio.gov,City,Non-Federal Agency,true,,false,false,false,
sandysprings-ga.gov,City,Non-Federal Agency,true,,false,false,false,
sandyspringsga.gov,City,Non-Federal Agency,true,,false,false,false,
sanfordfl.gov,City,Non-Federal Agency,true,,false,false,false,
sanfrancisco-ca.gov,City,Non-Federal Agency,true,sfgov.org,false,false,false,
sanjoseca.gov,City,Non-Federal Agency,true,,true,false,false,
sanmarcostexas.gov,City,Non-Federal Agency,true,,false,false,false,
sanmarcostx.gov,City,Non-Federal Agency,true,,false,false,false,
sanmarinoca.gov,City,Non-Federal Agency,true,,false,false,false,
sanpabloca.gov,City,Non-Federal Agency,true,,false,false,false,
santaclaraca.gov,City,Non-Federal Agency,true,,false,false,false,
santafenm.gov,City,Non-Federal Agency,true,,false,false,false,
santamonicaca.gov,City,Non-Federal Agency,false,,false,false,false,
saranaclakeny.gov,City,Non-Federal Agency,true,,false,false,false,
sardiscityal.gov,City,Non-Federal Agency,false,,false,false,false,
saugus-ma.gov,City,Non-Federal Agency,true,,false,false,false,
savanna-il.gov,City,Non-Federal Agency,true,,false,false,false,
savannahga.gov,City,Non-Federal Agency,true,,false,false,false,
sbmtd.gov,City,Non-Federal Agency,true,,false,false,false,
schenectadyny.gov,City,Non-Federal Agency,true,,false,false,false,
schertz-tx.gov,City,Non-Federal Agency,false,,false,false,false,
sciencehill-ky.gov,City,Non-Federal Agency,true,cityofsciencehill.com,false,false,false,
scituatema.gov,City,Non-Federal Agency,true,,false,false,false,
scotchplainsnj.gov,City,Non-Federal Agency,true,,false,false,false,
scrantonpa.gov,City,Non-Federal Agency,true,,false,false,false,
seabrooktx.gov,City,Non-Federal Agency,true,,false,false,false,
seacliff-ny.gov,City,Non-Federal Agency,true,,false,false,false,
sealbeachca.gov,City,Non-Federal Agency,true,,false,false,false,
searanchlakesflorida.gov,City,Non-Federal Agency,true,,false,false,false,
seatpleasantmd.gov,City,Non-Federal Agency,true,,false,false,false,
sebewaingmi.gov,City,Non-Federal Agency,true,,false,false,false,
sedonaaz.gov,City,Non-Federal Agency,true,,false,false,false,
seekonk-ma.gov,City,Non-Federal Agency,true,,false,false,false,
seguintexas.gov,City,Non-Federal Agency,true,,false,false,false,
selahwa.gov,City,Non-Federal Agency,true,,false,false,false,
sellersburg-in.gov,City,Non-Federal Agency,true,,false,false,false,
selma-al.gov,City,Non-Federal Agency,true,,false,false,false,
senecasc.gov,City,Non-Federal Agency,true,,false,false,false,
sequimwa.gov,City,Non-Federal Agency,true,,false,false,false,
shakopeemn.gov,City,Non-Federal Agency,true,,true,false,false,
sheboyganfalls-wi.gov,City,Non-Federal Agency,false,,false,false,false,
sheboyganwi.gov,City,Non-Federal Agency,true,,false,false,false,
sheffieldma.gov,City,Non-Federal Agency,true,,false,false,false,
sheltercove-ca.gov,City,Non-Federal Agency,true,,false,false,false,
sherwoodoregon.gov,City,Non-Federal Agency,true,,true,false,false,
shirley-ma.gov,City,Non-Federal Agency,true,,false,false,false,
shivelyky.gov,City,Non-Federal Agency,true,,false,false,false,
shoreline-wa.gov,City,Non-Federal Agency,false,,false,false,false,
shorelinewa.gov,City,Non-Federal Agency,true,,false,false,false,
shoreviewmn.gov,City,Non-Federal Agency,true,,false,false,false,
shreveportla.gov,City,Non-Federal Agency,true,,false,false,false,
shrewsburyma.gov,City,Non-Federal Agency,true,,false,false,false,
sierravistaaz.gov,City,Non-Federal Agency,true,,false,false,false,
signalmountaintn.gov,City,Non-Federal Agency,true,,false,false,false,
silvercitynm.gov,City,Non-Federal Agency,false,,false,false,false,
silverspringtwp-pa.gov,City,Non-Federal Agency,true,,false,false,false,
siouxfallssd.gov,City,Non-Federal Agency,true,,false,false,false,
sisterbaywi.gov,City,Non-Federal Agency,true,,false,false,false,
sleepyhollowny.gov,City,Non-Federal Agency,true,,false,false,false,
smithfieldri.gov,City,Non-Federal Agency,true,,false,false,false,
smithfieldva.gov,City,Non-Federal Agency,true,,false,false,false,
smyrnaga.gov,City,Non-Federal Agency,true,,false,false,false,
snohomishwa.gov,City,Non-Federal Agency,true,,false,false,false,
snowflake-az.gov,City,Non-Federal Agency,false,,false,false,false,
soddy-daisy-tn.gov,City,Non-Federal Agency,false,,false,false,false,
soddy-daisytn.gov,City,Non-Federal Agency,false,,false,false,false,
soddydaisy-tn.gov,City,Non-Federal Agency,false,,false,false,false,
soddydaisytn.gov,City,Non-Federal Agency,false,,false,false,false,
solwaytownship-mn.gov,City,Non-Federal Agency,true,,false,false,false,
somersct.gov,City,Non-Federal Agency,true,,false,false,false,
somersettx.gov,City,Non-Federal Agency,true,,false,false,false,
somervillema.gov,City,Non-Federal Agency,true,,false,false,false,
southamboynj.gov,City,Non-Federal Agency,true,,false,false,false,
southamptontownny.gov,City,Non-Federal Agency,true,,false,false,false,
southbend-wa.gov,City,Non-Federal Agency,true,,false,false,false,
southbendin.gov,City,Non-Federal Agency,true,,false,false,false,
southbury-ct.gov,City,Non-Federal Agency,true,,false,false,false,
southeast-ny.gov,City,Non-Federal Agency,true,,false,false,false,
southhadleyma.gov,City,Non-Federal Agency,true,,false,false,false,
southjordanutah.gov,City,Non-Federal Agency,true,,true,false,false,
southmiamifl.gov,City,Non-Federal Agency,true,,false,false,false,
southpadretexas.gov,City,Non-Federal Agency,true,,false,false,false,
southpasadenaca.gov,City,Non-Federal Agency,true,,false,false,false,
southpittsburg-tn.gov,City,Non-Federal Agency,true,southpittsburgtn.org,false,false,false,
southwilliamsport-pa.gov,City,Non-Federal Agency,false,,false,false,false,
speedwayin.gov,City,Non-Federal Agency,true,,false,false,false,
spencerma.gov,City,Non-Federal Agency,true,,false,false,false,
sperryok.gov,City,Non-Federal Agency,false,,false,false,false,
spiritlakeid.gov,City,Non-Federal Agency,true,,false,false,false,
springcitypa.gov,City,Non-Federal Agency,true,,false,false,false,
springdalear.gov,City,Non-Federal Agency,true,,false,false,false,
springervilleaz.gov,City,Non-Federal Agency,true,,false,false,false,
springfield-ma.gov,City,Non-Federal Agency,true,www3.springfield-ma.gov,false,false,false,
springfield-or.gov,City,Non-Federal Agency,true,,false,false,false,
springfieldma.gov,City,Non-Federal Agency,true,www3.springfield-ma.gov,false,false,false,
springhillks.gov,City,Non-Federal Agency,true,,false,false,false,
springhilllouisiana.gov,City,Non-Federal Agency,true,,false,false,false,
sprucepine-nc.gov,City,Non-Federal Agency,true,,false,false,false,
staffordnj.gov,City,Non-Federal Agency,true,www.twp.stafford.nj.us,false,false,false,
stamfordct.gov,City,Non-Federal Agency,true,,false,false,false,
stanhopenj.gov,City,Non-Federal Agency,true,,false,false,false,
starnc.gov,City,Non-Federal Agency,true,,false,false,false,
statecollegepa.gov,City,Non-Federal Agency,false,,false,false,false,
statesboroga.gov,City,Non-Federal Agency,true,,false,false,false,
staytonoregon.gov,City,Non-Federal Agency,true,,false,false,false,
stcharlescitymo.gov,City,Non-Federal Agency,true,,false,false,false,
stcroixfallswi.gov,City,Non-Federal Agency,false,,false,false,false,
stephenvilletx.gov,City,Non-Federal Agency,true,,false,false,false,
sterling-il.gov,City,Non-Federal Agency,true,,false,false,false,
sterling-ma.gov,City,Non-Federal Agency,true,,false,false,false,
stlouis-mo.gov,City,Non-Federal Agency,true,,true,true,false,
stlucieco.gov,City,Non-Federal Agency,true,,false,false,false,
stmarysga.gov,City,Non-Federal Agency,true,,false,false,false,
stmatthewsky.gov,City,Non-Federal Agency,true,,false,false,false,
stocktonca.gov,City,Non-Federal Agency,true,,false,false,false,
stoneham-ma.gov,City,Non-Federal Agency,true,,false,false,false,
stonington-ct.gov,City,Non-Federal Agency,true,,false,false,false,
stpaul.gov,City,Non-Federal Agency,true,,false,false,false,
stpete-fl.gov,City,Non-Federal Agency,false,,false,false,false,
strathamnh.gov,City,Non-Federal Agency,true,,false,false,false,
sturgis-sd.gov,City,Non-Federal Agency,true,,false,false,false,
sturgismi.gov,City,Non-Federal Agency,true,,false,false,false,
sudbury-ma.gov,City,Non-Federal Agency,true,sudbury.ma.us,false,false,false,
suffolk-va.gov,City,Non-Federal Agency,true,www.suffolkva.us,false,false,false,
sugar-landcitytx.gov,City,Non-Federal Agency,false,,false,false,false,
sugar-landtx.gov,City,Non-Federal Agency,false,,false,false,false,
sugarcityidaho.gov,City,Non-Federal Agency,true,,false,false,false,
sugarland-citytx.gov,City,Non-Federal Agency,false,,false,false,false,
sugarland-tx.gov,City,Non-Federal Agency,false,,false,false,false,
sugarlandcity-tx.gov,City,Non-Federal Agency,false,,false,false,false,
sugarlandcitytx.gov,City,Non-Federal Agency,false,,false,false,false,
sugarlandtx.gov,City,Non-Federal Agency,true,,true,false,false,
sullivanohio.gov,City,Non-Federal Agency,true,,false,false,false,
summervillesc.gov,City,Non-Federal Agency,false,,false,false,false,
sumtersc.gov,City,Non-Federal Agency,true,,false,false,false,
sunlandpark-nm.gov,City,Non-Federal Agency,true,,false,false,false,
sunnyside-wa.gov,City,Non-Federal Agency,true,,false,false,false,
sunrisebeach-mo.gov,City,Non-Federal Agency,true,,false,false,false,
sunsetbeachnc.gov,City,Non-Federal Agency,true,,false,false,false,
superioraz.gov,City,Non-Federal Agency,true,,false,false,false,
superiorcolorado.gov,City,Non-Federal Agency,true,,false,false,false,
surgoinsvilletn.gov,City,Non-Federal Agency,true,,false,false,false,
surpriseaz.gov,City,Non-Federal Agency,true,,true,false,false,
sylacaugaal.gov,City,Non-Federal Agency,false,,false,false,false,
syracuseks.gov,City,Non-Federal Agency,true,,false,false,false,
tabernaclenj.gov,City,Non-Federal Agency,true,,false,false,false,
tacomawa.gov,City,Non-Federal Agency,true,,false,false,false,
