Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS
susandavisforms.house.gov,house.gov,http://www.susandavisforms.house.gov,True,False,,False,False,True,False,False,True,False,False,,,False,False,False,False,False,False,False
tammybaldwin.house.gov,house.gov,http://tammybaldwin.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
lgbt.tammybaldwin.house.gov,house.gov,http://lgbt.tammybaldwin.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
susanwbrooks.house.gov,house.gov,http://susanwbrooks.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
takano.house.gov,house.gov,http://takano.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
swalwell.house.gov,house.gov,https://swalwell.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
teapartycaucus-bachmann.house.gov,house.gov,http://teapartycaucus-bachmann.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
timbishop.house.gov,house.gov,http://timbishop.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
teddeutch.house.gov,house.gov,http://teddeutch.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
tierney.house.gov,house.gov,http://tierney.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
thornberryforms.house.gov,house.gov,http://thornberryforms.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
thompson.house.gov,house.gov,http://thompson.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
tiberi.house.gov,house.gov,http://tiberi.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
timbishopforms.house.gov,house.gov,http://timbishopforms.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
thornberry.house.gov,house.gov,http://thornberry.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
timjohnson.house.gov,house.gov,http://timjohnson.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
timgriffinforms.house.gov,house.gov,http://timgriffinforms.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
timjohnsonforms.house.gov,house.gov,http://timjohnsonforms.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
timryan.house.gov,house.gov,http://timryan.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
timryanforms.house.gov,house.gov,http://timryanforms.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
timscott.house.gov,house.gov,http://timscott.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
timwalberg.house.gov,house.gov,http://timwalberg.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
tipton.house.gov,house.gov,http://tipton.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
toddyoung.house.gov,house.gov,https://toddyoung.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
tlhrc.house.gov,house.gov,http://tlhrc.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
toddyoungforms.house.gov,house.gov,https://toddyoungforms.house.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
tom.house.gov,house.gov,http://tom.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
titus.house.gov,house.gov,https://titus.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
tomlatham.house.gov,house.gov,http://tomlatham.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
tomgraves.house.gov,house.gov,http://tomgraves.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
rsc.tomprice.house.gov,house.gov,http://rsc.tomprice.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
tomprice.house.gov,house.gov,http://tomprice.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
towns.house.gov,house.gov,http://towns.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
tonko.house.gov,house.gov,http://tonko.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
transportation.house.gov,house.gov,http://transportation.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
democrats.transportation.house.gov,house.gov,http://democrats.transportation.house.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
republicans.transportation.house.gov,house.gov,http://republicans.transportation.house.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
archives.republicans.transportation.house.gov,house.gov,http://archives.republicans.transportation.house.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
turnerforms.house.gov,house.gov,http://turnerforms.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
tsongas.house.gov,house.gov,https://tsongas.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
unmannedsystemscaucus-mckeon.house.gov,house.gov,http://unmannedsystemscaucus-mckeon.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
turner.house.gov,house.gov,https://turner.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
upton.house.gov,house.gov,http://upton.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
valadao.house.gov,house.gov,http://valadao.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
vanhollen.house.gov,house.gov,https://vanhollen.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
vargas.house.gov,house.gov,http://vargas.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
veasey.house.gov,house.gov,http://veasey.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
veaseyforms.house.gov,house.gov,http://veaseyforms.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
vela.house.gov,house.gov,https://vela.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
velazquez.house.gov,house.gov,https://velazquez.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
archives.veterans.house.gov,house.gov,http://archives.veterans.house.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
democrats.veterans.house.gov,house.gov,http://democrats.veterans.house.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
veterans.house.gov,house.gov,https://veterans.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
video.house.gov,house.gov,http://video.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
archives.democrats.veterans.house.gov,house.gov,http://archives.democrats.veterans.house.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
virginiafoxx.house.gov,house.gov,http://virginiafoxx.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
republicans.veterans.house.gov,house.gov,http://republicans.veterans.house.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
visclosky.house.gov,house.gov,http://visclosky.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
walberg.house.gov,house.gov,http://walberg.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
wagner.house.gov,house.gov,http://wagner.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
walbergforms.house.gov,house.gov,http://walbergforms.house.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
walden.house.gov,house.gov,https://walden.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
waldenforms.house.gov,house.gov,https://waldenforms.house.gov,True,False,,True,True,True,True,False,False,False,False,,,False,False,False,False,False,False,False
walsh.house.gov,house.gov,http://walsh.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
walshforms.house.gov,house.gov,http://walshforms.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
walterjones.house.gov,house.gov,http://walterjones.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
walorski.house.gov,house.gov,http://walorski.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
waters.house.gov,house.gov,https://waters.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
wassermanschultz.house.gov,house.gov,https://wassermanschultz.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
watersforms.house.gov,house.gov,http://watersforms.house.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
walz.house.gov,house.gov,http://walz.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
watt.house.gov,house.gov,http://watt.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
waxman.house.gov,house.gov,http://waxman.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
oversight-archive.waxman.house.gov,house.gov,http://oversight-archive.waxman.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
democrats.waysandmeans.house.gov,house.gov,http://democrats.waysandmeans.house.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
greenbook.waysandmeans.house.gov,house.gov,http://greenbook.waysandmeans.house.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
dems.waysandmeans.house.gov,house.gov,http://dems.waysandmeans.house.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
waysandmeans.house.gov,house.gov,http://waysandmeans.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
republicans.waysandmeans.house.gov,house.gov,http://republicans.waysandmeans.house.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
wb-gop-oversight.house.gov,house.gov,http://wb-gop-oversight.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
waysandmeansforms.house.gov,house.gov,http://waysandmeansforms.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
websterforms.house.gov,house.gov,http://websterforms.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
weiner.house.gov,house.gov,http://weiner.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
uscode.house.gov,house.gov,http://uscode.house.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
webster.house.gov,house.gov,http://webster.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
wenstrupforms.house.gov,house.gov,http://wenstrupforms.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
welch.house.gov,house.gov,https://welch.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
weber.house.gov,house.gov,http://weber.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
wenstrup.house.gov,house.gov,http://wenstrup.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
west.house.gov,house.gov,http://west.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
whitfield.house.gov,house.gov,http://whitfield.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
williams.house.gov,house.gov,http://williams.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
westmoreland.house.gov,house.gov,https://westmoreland.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
wilsonforms.house.gov,house.gov,https://wilsonforms.house.gov,True,False,,True,True,True,True,False,False,False,False,,,False,False,False,False,False,False,False
wittman.house.gov,house.gov,http://wittman.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
wolf.house.gov,house.gov,http://wolf.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
shipbuilding.wittman.house.gov,house.gov,http://shipbuilding.wittman.house.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
wilson.house.gov,house.gov,http://wilson.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
wolfforms.house.gov,house.gov,http://wolfforms.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
womackforms.house.gov,house.gov,http://womackforms.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
womack.house.gov,house.gov,http://womack.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
woolsey.house.gov,house.gov,http://woolsey.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
woolseyforms.house.gov,house.gov,http://woolseyforms.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
writerep.house.gov,house.gov,http://writerep.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
wwwa.house.gov,house.gov,http://wwwa.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
woodall.house.gov,house.gov,https://woodall.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
wwwb.house.gov,house.gov,http://wwwb.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
wwwc.house.gov,house.gov,http://wwwc.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
wwwd.house.gov,house.gov,http://wwwd.house.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
wwws.house.gov,house.gov,http://wwws.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
yarmuth.house.gov,house.gov,https://yarmuth.house.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,True,True,False
yoderforms.house.gov,house.gov,http://yoderforms.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
yoder.house.gov,house.gov,http://yoder.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
young.house.gov,house.gov,http://young.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
yoho.house.gov,house.gov,http://yoho.house.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
zoelofgren.house.gov,house.gov,http://zoelofgren.house.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
blog.howto.gov,howto.gov,http://blog.howto.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
cms.howto.gov,howto.gov,http://cms.howto.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
portal.houselive.gov,houselive.gov,http://portal.houselive.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
admin.houselive.gov,houselive.gov,http://admin.houselive.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
search.howto.gov,howto.gov,http://search.howto.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
mobilegovwiki.howto.gov,howto.gov,http://mobilegovwiki.howto.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
usasearch.howto.gov,howto.gov,http://usasearch.howto.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
archive.hrsa.gov,hrsa.gov,http://archive.hrsa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
answers.hrsa.gov,hrsa.gov,http://answers.hrsa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
arf.hrsa.gov,hrsa.gov,http://arf.hrsa.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
bhpr.hrsa.gov,hrsa.gov,https://bhpr.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,False,False,True,True,True
bolivia.hrsa.gov,hrsa.gov,https://bolivia.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,True,True,True
bphc.hrsa.gov,hrsa.gov,https://bphc.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,True,True,True
uscodebeta.house.gov,house.gov,http://uscodebeta.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
datawarehouse.hrsa.gov,hrsa.gov,https://datawarehouse.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
dwcorda.hrsa.gov,hrsa.gov,http://dwcorda.hrsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
eccs.hrsa.gov,hrsa.gov,http://eccs.hrsa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ehbqa2.hrsa.gov,hrsa.gov,https://ehbqa2.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,"max-age=31536000, max-age=157680000",31536000,False,False,False,False,True,True,True
ersrs.hrsa.gov,hrsa.gov,http://ersrs.hrsa.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
vetaudio334.house.gov,house.gov,http://vetaudio334.house.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ersrsqa.hrsa.gov,hrsa.gov,http://ersrsqa.hrsa.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
findahealthcenter.hrsa.gov,hrsa.gov,https://findahealthcenter.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
findanetwork.hrsa.gov,hrsa.gov,https://findanetwork.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
findhivcare.hrsa.gov,hrsa.gov,https://findhivcare.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
womenincongress.house.gov,house.gov,http://womenincongress.house.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
granteefind.hrsa.gov,hrsa.gov,https://granteefind.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
grants.hrsa.gov,hrsa.gov,https://grants.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,True,True,True
grants2.hrsa.gov,hrsa.gov,https://grants2.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,True,True,True
grants3.hrsa.gov,hrsa.gov,https://grants3.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,True,True,True
grants4.hrsa.gov,hrsa.gov,https://grants4.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,True,True,True
hab.hrsa.gov,hrsa.gov,https://hab.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,False,False,True,True,True
xml.house.gov,house.gov,http://xml.house.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
hpsafind.hrsa.gov,hrsa.gov,https://hpsafind.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
hws.hrsa.gov,hrsa.gov,http://hws.hrsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
hrsainyourstate.hrsa.gov,hrsa.gov,https://hrsainyourstate.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
mchb.hrsa.gov,hrsa.gov,https://mchb.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,False,False,True,True,True
learning.mchb.hrsa.gov,hrsa.gov,http://learning.mchb.hrsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
maps.hrsa.gov,hrsa.gov,https://maps.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
media.hrsa.gov,hrsa.gov,https://media.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,True,True,True
muafind.hrsa.gov,hrsa.gov,https://muafind.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
newsroom.hrsa.gov,hrsa.gov,http://newsroom.hrsa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
nhsc.hrsa.gov,hrsa.gov,https://nhsc.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,True,True,True
nhscjobs.hrsa.gov,hrsa.gov,https://nhscjobs.hrsa.gov,True,False,,True,True,True,True,False,False,False,False,,,False,False,False,False,False,False,False
opanet.hrsa.gov,hrsa.gov,http://opanet.hrsa.gov,True,True,,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,False,True
opotxfind.hrsa.gov,hrsa.gov,https://opotxfind.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
pcfa.hrsa.gov,hrsa.gov,http://pcfa.hrsa.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
help.hrsa.gov,hrsa.gov,http://help.hrsa.gov,True,False,,True,False,False,True,False,False,False,False,,,False,False,False,False,True,False,False
mchdata.hrsa.gov,hrsa.gov,http://mchdata.hrsa.gov,True,False,,True,False,False,True,False,False,False,False,,,False,False,False,False,True,False,False
poisonhelp.hrsa.gov,hrsa.gov,https://poisonhelp.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,True,True,True
primarycareforall.hrsa.gov,hrsa.gov,http://primarycareforall.hrsa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
programportal.hrsa.gov,hrsa.gov,https://programportal.hrsa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
regions.hrsa.gov,hrsa.gov,http://regions.hrsa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ruralcommittee.hrsa.gov,hrsa.gov,https://ruralcommittee.hrsa.gov,True,False,,True,True,True,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,False,False,True
ruralhealth.hrsa.gov,hrsa.gov,https://www.ruralhealth.hrsa.gov,True,False,,True,True,True,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,False,False,True
ehbos.hrsa.gov,hrsa.gov,http://ehbos.hrsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
search.hrsa.gov,hrsa.gov,https://search.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubdomains;,31536000,True,False,False,False,True,True,True
ehbos2.hrsa.gov,hrsa.gov,http://ehbos2.hrsa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
perf-data.hrsa.gov,hrsa.gov,http://perf-data.hrsa.gov,True,True,,True,False,False,True,False,False,False,False,,,False,False,False,False,True,True,False
ehbqa.hrsa.gov,hrsa.gov,http://ehbqa.hrsa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
bloodcell.transplant.hrsa.gov,hrsa.gov,https://bloodcell.transplant.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,True,True,True
telehealth.hrsa.gov,hrsa.gov,https://telehealth.hrsa.gov,True,False,,True,True,True,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,False,False,True
stateprofiles.hrsa.gov,hrsa.gov,https://stateprofiles.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
optn.transplant.hrsa.gov,hrsa.gov,https://optn.transplant.hrsa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
srtr.transplant.hrsa.gov,hrsa.gov,https://srtr.transplant.hrsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,True,True,True
webcast.hrsa.gov,hrsa.gov,http://webcast.hrsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
archives.hud.gov,hud.gov,https://archives.hud.gov,True,False,,True,True,False,True,False,False,False,True,"max-age=63072000;, max-age=31536000; includeSubDomains;",63072000,True,False,False,False,True,True,True
wtsdc-p1.hrsa.gov,hrsa.gov,http://wtsdc-p1.hrsa.gov,True,True,,False,False,False,False,True,False,True,False,,,False,False,False,False,True,False,False
answers.hud.gov,hud.gov,http://answers.hud.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
performance.hrsa.gov,hrsa.gov,http://performance.hrsa.gov,True,True,,True,False,False,True,False,False,False,False,,,False,False,False,False,True,True,False
egis.hud.gov,hud.gov,http://egis.hud.gov,True,True,https://www.huduser.gov/portal/egis/index.html,True,False,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
email.hud.gov,hud.gov,https://email.hud.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
blog.hud.gov,hud.gov,http://blog.hud.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
npdb-hipdb.hrsa.gov,hrsa.gov,https://www.npdb-hipdb.hrsa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
perf-app-tst1.hrsa.gov,hrsa.gov,http://perf-app-tst1.hrsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ezrc.hud.gov,hud.gov,http://www.ezrc.hud.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
espanol.hud.gov,hud.gov,https://espanol.hud.gov,True,False,,True,True,True,True,False,False,False,True,"max-age=63072000;, max-age=31536000; includeSubDomains;",63072000,True,False,False,False,False,False,True
media.gss.hud.gov,hud.gov,http://media.gss.hud.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
drgr.hud.gov,hud.gov,http://drgr.hud.gov,True,True,,True,False,False,True,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,True,True,True
healthyhomes.hud.gov,hud.gov,https://healthyhomes.hud.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
